date,shf,lhf,swn,lwn,t,u,melt,subl,tdep,teq,rh,tlat
2010-07-11,,,,,,,,,,,,
2010-07-12,,,,,280.8915416666667,4.907583333333333,,,,297.2863809815108,0.879150390625,16.394839314844113
2010-07-13,,,,,275.87779166666667,4.236833333333333,,,,287.5812352464116,0.8839925130208334,11.703443579744956
2010-07-14,,,,,277.6661666666667,4.679708333333333,,,,291.5413422274831,0.9175618489583334,13.875175560816393
2010-07-15,,,,,276.92591666666664,2.128833333333333,,,,288.08395789652735,0.7812093098958334,11.158041229860721
2010-07-16,,,,,277.5439166666667,1.8254166666666667,,,,292.1037738694883,0.9769287109375,14.559857202821611
2010-07-17,,,,,282.0480416666667,2.7289999999999996,,,,297.61217847468686,0.7741780598958333,15.564136808020185
2010-07-18,,,,,280.57308333333333,6.090708333333333,,,,296.73849076476466,0.8799235026041666,16.165407431431333
2010-07-19,,,,,276.42725,7.055499999999999,,,,288.35163701986187,0.8671875,11.924387019861877
2010-07-20,,,,,275.664875,6.043916666666667,,,,287.1839889294135,0.88037109375,11.519113929413516
2010-07-21,,,,,276.2475,2.799166666666667,,,,288.18834239517986,0.8695475260416666,11.940842395179876
2010-07-22,,,,,278.35716666666667,3.530625,,,,292.6118313054306,0.8992919921875,14.254664638763948
2010-07-23,,,,,272.1915833333333,5.451375,,,,280.6262104841823,0.8284505208333334,8.434627150848947
2010-07-24,,,,,276.93120833333336,3.0104166666666665,,,,284.91699414529404,0.5761474609541667,7.985785811960689
2010-07-25,,,,,279.042625,1.4000833333333331,,,,289.9193591386379,0.6650960286666666,10.876734138637923
2010-07-26,,,,,279.58549999999997,1.7839166666666666,,,,292.559292643167,0.7487263997500001,12.973792643167023
2010-07-27,,,,,282.83375,2.9074166666666668,,,,303.1253880758059,0.9546712239583334,20.291638075805945
2010-07-28,,,,,279.56041666666664,2.969041666666667,,,,294.0047088169524,0.8450927734375,14.444292150285738
2010-07-29,,,,,280.27616666666665,2.9964166666666667,,,,294.12937671841013,0.7731282552166667,13.85321005174348
2010-07-30,,,,,283.02208333333334,3.463416666666667,,,,303.89405387773553,0.9688313802083334,20.871970544402178
2010-07-31,,,,,280.06216666666666,5.16775,,,,297.1427497203106,0.9647623697916666,17.08058305364391
2010-08-01,,,,,280.3027083333333,4.544958333333334,,,,294.8618968042512,0.8095703125,14.559188470917869
2010-08-02,,,,,279.9004166666667,3.764875,,,,294.7800068065829,0.8467203776041666,14.879590139916203
2010-08-03,,,,,278.05491666666666,2.348,,,,290.283075639704,0.7944864908875,12.22815897303736
2010-08-04,,,,,279.150625,1.755375,,,,292.39371399482445,0.796875,13.243088994824474
2010-08-05,,,,,280.59520833333335,2.733875,,,,294.63478183939657,0.7684285481833334,14.039573506063249
2010-08-06,,,,,281.899375,2.292291666666667,,,,298.8047668305599,0.8487955729166666,16.90539183055991
2010-08-07,,,,,281.41854166666667,3.0580833333333337,,,,296.3502731594194,0.7732991536458332,14.931731492752723
2010-08-08,,,,,279.59541666666667,3.4728333333333334,,,,293.756037138168,0.8270263671875,14.160620471501288
2010-08-09,,,,,277.842875,2.682916666666667,,,,292.2956504311548,0.9521077473958334,14.452775431154798
2010-08-10,,,,,279.9409166666667,2.30325,,,,294.6033051623578,0.8405232747416668,14.662388495691133
2010-08-11,,,,,281.0348333333333,4.058875,,,,293.8281452624845,0.6807657877708334,12.79331192915116
2010-08-12,,,,,279.01729166666667,2.9299999999999997,,,,293.66337854891805,0.889892578125,14.64608688225136
2010-08-13,,,,,282.91625,4.692916666666666,,,,299.7277559564114,0.7879842122458333,16.811505956411374
2010-08-14,,,,,281.2115416666667,5.749458333333333,,,,297.16325191127913,0.8340657552083334,15.951710244612459
2010-08-15,,,,,273.4902083333333,6.900166666666666,,,,282.2279272448317,0.7715616862,8.73771891149836
2010-08-16,,,,,274.8460833333333,2.7507916666666667,,,,281.07832425453006,0.5250773112125,6.232240921196767
2010-08-17,,,,,277.81008333333335,1.8928333333333331,,,,286.43425369458333,0.5731852213625,8.624170361250023
2010-08-18,,,,,276.16654166666666,1.88825,,,,285.09276262483,0.6650756836041667,8.926220958163361
2010-08-19,,,,,273.88504166666667,0.7827916666666667,,,,284.4237451831732,0.9143473307291666,10.53870351650655
2010-08-20,,,,,276.96208333333334,2.1049583333333333,,,,288.80378021424764,0.8302815755208334,11.841696880914297
2010-08-21,,,,,277.097,1.832,,,,289.6248471823514,0.8710123697916666,12.527847182351417
2010-08-22,,,,,275.0719583333333,1.1112083333333334,,,,287.50276838880507,0.9912516276041666,12.430810055471731
