date,shf,lhf,swn,lwn,t,u,melt,subl,tdep,teq,rh,tlat
2006-05-20,,,158.33763157894737,-62.27894736842105,273.7176657450526,1.8060386128421053,,,,285.2321175417171,0.7077059626842106,11.51445179666448
2006-05-21,1.9518413912835963,-4.087834346317655,159.20458333333332,-49.98541666666666,273.5634193925417,1.2082781200416666,30.999499899972754,0.1246255778129297,-52.121409621700714,284.97933655026856,0.7161213121666666,11.415917157726895
2006-05-22,7.1509797850937025,-17.538791319844897,190.10354166666664,-96.16875,273.275294598625,2.3899447867083334,35.28585029139638,0.5347041531526453,-106.5565615347512,281.7159322579521,0.543527068625,8.440637659327107
2006-05-23,11.651394665841197,-10.109793467808881,92.63937499999999,-69.97291666666666,273.4828502267083,3.0507781200416666,16.879389878181577,0.3082167098160492,-68.43131546863434,283.8701753119895,0.63342499675,10.38732508528115
2006-05-24,15.065805212496294,-15.60044824985489,127.10645833333332,-77.45,274.829452298625,3.9299447867083335,25.140791714606117,0.4756099960435636,-77.9846430373586,286.7115926995063,0.6635844789583333,11.88214040088132
2006-05-25,12.311245269886518,-18.02157858879048,163.84708333333333,-76.66041666666668,274.4048105129583,3.4420281200416665,30.022662263959294,0.5497551119201342,-82.37074998557064,285.86184387279246,0.66663799825,11.457033359834156
2006-05-26,50.768075314195094,-103.65024817088427,186.0114583333333,-98.25416666666666,274.660355026625,8.817028120416667,21.02102515613637,3.15997933731983,-151.13633952335584,280.7084785739797,0.34130003633333333,6.048123547354706
2006-05-27,23.202929968412292,-47.57713020756896,184.49104166666666,-109.73750000000001,274.91793918033335,4.7774447870416665,24.442066393787755,1.4504813161375991,-134.11170023915668,278.9742145452665,0.2201461325,4.0562753649331285
2006-05-28,17.910987375884147,-36.83080856220854,182.98604166666667,-106.71666666666665,274.3483026324167,4.087444786833333,21.941267685273203,1.1228588072599908,-125.63648785299104,280.10267381460307,0.331102755,5.754371182186415
2006-05-29,11.587125291929746,-17.212402221403394,182.00895833333334,-99.35625,273.66019434841667,3.2336947867083334,34.042504676174296,0.5247535469051693,-104.98152692947365,282.7499103683561,0.5494631693333333,9.089716019939475
2006-05-30,18.29029443084762,-27.925181366054073,108.705,-81.49166666666666,273.1400457102083,5.72536145325,17.137692378068866,0.8513534474336867,-91.12655360187311,283.9469572038449,0.682646566375,10.806911493636514
2006-05-31,30.242714194489995,-48.16291198648753,71.65604166666667,-70.05416666666666,274.1679406693333,10.424944786958333,12.947594729607006,1.4683400125732247,-87.97436445866418,286.03130127572865,0.69112827475,11.863360606395341
2006-06-01,12.043908396437274,-25.927397584504774,49.33583333333333,-38.67291666666666,273.9927165468333,6.3468460587083335,11.056436944243103,0.7913404266107494,-52.55640585473416,287.03142337597654,0.769902501875,13.038706829143228
2006-06-02,3.3461981281142936,-5.209750479378974,81.89166666666667,-9.897916666666667,274.74940357820833,2.1015700402083333,18.734812500317314,0.15882937241296388,-11.761469017931347,288.3318962891704,0.7666575959583333,13.582492710962084
2006-06-03,1.042560807017188,-2.3504824323653306,62.35458333333333,-16.518749999999994,274.1939406467083,1.0958577565,13.700282132700796,0.07185958708806127,-17.826671625348137,288.16656889836764,0.8192198875416666,13.972628251659351
2006-06-04,3.6427824496369894,-2.770059467015997,76.65645833333333,-39.77916666666666,274.418923085625,1.73899430075,16.7245639183126,0.0849482667516427,-38.90644368404567,287.5631950130311,0.75689897575,13.144271927406082
2006-06-05,0.44814482764985103,-1.6700793661440063,30.557708333333334,5.529166666666669,273.8184072047083,0.8291621860416667,9.153133774174048,0.05091561652605496,4.3072321281725126,287.71108354075704,0.8356982650416667,13.89267633604871
2006-06-06,1.2765987836267676,-1.3568718522049734,27.99020833333333,-0.8854166666666669,274.00577029,1.11149430075,6.557694637965663,0.041747005926802964,-0.9656897352448728,288.5014864926765,0.8578270892500001,14.495716202676514
2006-06-07,1.9581320017100012,-2.95113001585776,51.690625000000004,-19.08541666666667,274.80119137620835,1.41124888525,10.215753623450867,0.0906567615630655,-20.07841468081443,288.3419135820689,0.7577627831666667,13.540722205860616
2006-06-08,0.6784930816557346,-1.0250592756907269,39.335625,-0.4270833333333428,274.1260164210833,0.9301367369166668,10.495528558590625,0.03274830885340945,-0.773649527368335,289.3116148109701,0.8914131472083334,15.185598389886804
2006-06-09,0.5263321278457219,-1.1406874642274587,55.35874999999999,-2.0729166666666647,274.0376262802917,0.7454097918333332,13.46321222214735,0.03477607512676431,-2.687272003048401,288.2516700952724,0.8435520212916666,14.21404381498072
2006-06-10,3.9311842198823252,-1.0388964659619384,56.967291666666675,-13.65416666666666,274.3552370827917,1.6533577565000002,11.020887849284083,0.05813739144423999,-10.76187891274627,287.9281933543064,0.7885170645,13.572956271514746
2006-06-11,2.6250075548018352,-2.142111022045237,85.20083333333334,-9.079166666666664,274.3616141222083,1.4650500837083333,17.392980104851755,0.07173301242854054,-8.596270133910066,287.7551070687417,0.7786091369583333,13.393492946533401
2006-06-12,2.592306036086691,-5.683157454729115,56.21770833333333,-15.420833333333329,274.2873140599167,1.938182382708333,10.746177828062057,0.1732714594117223,-18.511684751975753,287.69877931975856,0.78493408675,13.411465259841924
2006-06-13,9.17922814909199,-9.149728454122393,83.214375,-50.53333333333333,274.8339885953333,3.182216747625,16.305003614826624,0.27894726126893843,-50.50383363836374,287.6558734861608,0.7168115004166666,12.821884890827457
2006-06-14,10.517867280721056,-17.794040728756134,143.88708333333335,-52.58541666666667,274.18713793079166,3.1136040689166666,26.02407437839198,0.542485927651562,-59.861590114701734,285.85321286605074,0.6941177245833333,11.666074935259076
