date,sin,sout,albedo,rh,t,u,wdir
20/11/2004 16:30,0,0,1,NAN,NAN,2.42,76
20/11/2004 17:00,91.62666667,49.07833333,0.535633731,NAN,NAN,3.20,21
20/11/2004 17:30,48.77833333,32.11166667,0.658318242,93.82,0.10,3.31,99
20/11/2004 18:00,14.86166667,11.34816667,0.763586408,94.00,-0.07,5.41,69
20/11/2004 18:30,0,0,1,94.65,0.01,7.44,85
20/11/2004 19:00,0,0,1,95.65,-0.08,7.55,94
20/11/2004 19:30,0,0,1,95.70,-0.03,5.65,75
20/11/2004 20:00,0,0,1,95.42,-0.08,4.37,24
20/11/2004 20:30,0,0,1,95.42,-0.16,2.64,58
20/11/2004 21:00,0,0,1,95.73,-0.23,4.02,80
20/11/2004 21:30,0,0,1,96.58,-0.43,4.34,50
20/11/2004 22:00,0,0,1,97.20,-0.55,4.02,77
20/11/2004 22:30,0,0,1,97.45,-0.65,3.10,56
20/11/2004 23:00,0,0,1,97.50,-0.67,4.21,49
20/11/2004 23:30,0,0,1,97.20,-0.70,4.17,62
21/11/2004 00:00,0,0,1,95.30,-0.75,4.06,119
21/11/2004 00:30,0,0,1,94.35,-0.52,4.75,65
21/11/2004 01:00,0,0,1,92.18,-0.52,5.45,106
21/11/2004 01:30,0,0,1,88.80,-0.32,5.34,283
21/11/2004 02:00,0,0,1,85.65,-0.34,4.46,101
21/11/2004 02:30,0,0,1,85.48,-0.90,7.11,53
21/11/2004 03:00,0,0,1,85.38,-0.72,6.97,80
21/11/2004 03:30,0,0,1,80.47,-0.58,7.80,83
21/11/2004 04:00,0,0,1,77.57,-0.21,9.36,83
21/11/2004 04:30,0,0,1,74.13,-0.12,9.80,68
21/11/2004 05:00,0,0,1,77.63,-0.47,9.98,79
21/11/2004 05:30,0,0,1,77.73,-1.05,11.76,95
21/11/2004 06:00,0,0,1,79.43,-1.23,12.44,78
21/11/2004 06:30,0,0,1,70.90,0.02,12.81,68
21/11/2004 07:00,48.93333333,0,1,70.54,0.27,12.75,67
21/11/2004 07:30,84.56333333,63.50166667,0.750936182,74.00,0.26,13.61,84
21/11/2004 08:00,31.1,26.71,0.858842444,68.85,0.69,13.72,65
21/11/2004 08:30,150.7233333,104.5666667,0.693765619,67.02,0.77,13.50,81
21/11/2004 09:00,461.7666667,308.9333333,0.66902476,64.11,1.27,12.93,77
21/11/2004 09:30,585.8166667,390.5333333,0.6666477,66.26,1.14,13.08,77
21/11/2004 10:00,696.9,463.25,0.664729516,66.93,1.26,13.00,75
21/11/2004 10:30,791.8333333,520.0333333,0.656745948,65.54,1.78,12.11,55
21/11/2004 11:00,852.6666667,603.9333333,0.708287725,65.14,1.68,12.65,79
21/11/2004 11:30,944,666.9833333,0.706550141,55.74,2.08,12.05,100
21/11/2004 12:00,985.3333333,695.15,0.705497294,71.56,0.72,12.64,96
21/11/2004 12:30,1036.5,719.8333333,0.694484644,72.07,0.56,11.53,69
21/11/2004 13:00,1011.5,708.1166667,0.700065909,78.95,0.11,11.86,75
21/11/2004 13:30,968.5,668.65,0.690397522,84.15,-0.29,11.40,93
21/11/2004 14:00,746.4666667,508.95,0.681812093,78.50,0.01,11.06,78
21/11/2004 14:30,890,607.6666667,0.682771536,68.07,0.82,12.03,93
21/11/2004 15:00,812,558.6833333,0.688033662,58.16,1.57,12.42,88
21/11/2004 15:30,727.1,506.1666667,0.696144501,55.11,1.72,12.57,93
21/11/2004 16:00,626.8666667,443.7166667,0.707832607,42.29,2.41,11.10,83
21/11/2004 16:30,505.1166667,368.1833333,0.728907513,39.13,2.51,10.25,61
21/11/2004 17:00,380.1833333,291.85,0.767655955,36.72,2.48,9.17,80
21/11/2004 17:30,225.3,179.8933333,0.798461311,37.92,1.93,9.83,82
21/11/2004 18:00,17.3,13.80666667,0.798073218,43.78,1.27,11.31,89
21/11/2004 18:30,0,0,1,41.17,1.30,11.98,70
21/11/2004 19:00,0,0,1,44.94,1.18,10.96,95
21/11/2004 19:30,0,0,1,52.69,1.10,12.39,88
21/11/2004 20:00,0,0,1,65.32,1.14,13.21,78
21/11/2004 20:30,0,0,1,70.41,0.90,13.60,83
21/11/2004 21:00,0,0,1,78.33,0.27,13.57,89
21/11/2004 21:30,0,0,1,83.72,0.21,14.03,95
21/11/2004 22:00,0,0,1,81.95,0.39,13.14,88
21/11/2004 22:30,0,0,1,81.50,0.25,13.63,100
21/11/2004 23:00,0,0,1,76.22,0.76,12.44,97
21/11/2004 23:30,0,0,1,73.90,0.53,13.64,84
22/11/2004 00:00,0,0,1,82.37,-0.19,13.36,91
22/11/2004 00:30,0,0,1,88.93,-0.75,12.78,73
22/11/2004 01:00,0,0,1,87.70,-0.79,13.29,74
22/11/2004 01:30,0,0,1,85.52,-1.03,14.29,77
22/11/2004 02:00,0,0,1,84.88,-0.87,13.60,85
22/11/2004 02:30,0,0,1,79.88,-0.54,12.23,91
22/11/2004 03:00,0,0,1,66.19,0.50,11.66,86
22/11/2004 03:30,0,0,1,58.95,0.92,12.03,91
22/11/2004 04:00,0,0,1,57.56,0.69,12.16,82
22/11/2004 04:30,0,0,1,62.52,0.36,11.68,92
22/11/2004 05:00,0,0,1,66.48,0.77,11.49,83
22/11/2004 05:30,0,0,1,65.65,0.91,11.66,66
22/11/2004 06:00,0,0,1,54.58,1.15,11.59,103
22/11/2004 06:30,0,0,1,57.38,0.24,12.28,88
22/11/2004 07:00,14.09333333,0,1,59.89,0.08,12.39,84
22/11/2004 07:30,19.655,16.81166667,0.855337912,57.92,-0.08,13.17,67
22/11/2004 08:00,24.53,19.045,0.776396249,56.49,-0.27,13.37,71
22/11/2004 08:30,230.6366667,140.565,0.609465104,57.80,-0.36,13.29,72
22/11/2004 09:00,507.2,312,0.615141956,53.92,0.25,12.54,83
22/11/2004 09:30,626.5333333,393.4833333,0.62803256,62.49,-0.18,12.46,84
22/11/2004 10:00,724.6,459.7166667,0.634441991,61.12,0.04,12.13,101
22/11/2004 10:30,818.3333333,521.65,0.637454175,65.07,-0.01,12.72,89
22/11/2004 11:00,888.3333333,566.45,0.637654784,67.16,0.12,12.57,82
22/11/2004 11:30,940.1666667,597.5333333,0.635561071,68.95,0.16,13.76,91
22/11/2004 12:00,987,622.3,0.630496454,71.72,0.36,13.92,78
22/11/2004 12:30,1007.333333,624.1833333,0.619639312,73.90,0.53,12.59,85
22/11/2004 13:00,1006.333333,618.7333333,0.614839351,72.66,1.10,11.49,88
22/11/2004 13:30,995.5,606.4333333,0.609174619,77.03,1.05,12.21,91
22/11/2004 14:00,885.9833333,536.3166667,0.605334939,82.12,1.16,10.44,91
22/11/2004 14:30,745.5333333,456.5166667,0.612335688,84.65,0.86,9.07,95
22/11/2004 15:00,663.5333333,404.05,0.608937004,82.87,0.91,9.63,98
22/11/2004 15:30,441.3833333,274.7166667,0.622399275,77.74,2.03,4.71,95
22/11/2004 16:00,252.8333333,160.6166667,0.635266974,68.43,2.87,3.01,301
22/11/2004 16:30,252.3333333,160.75,0.637054161,79.00,2.30,2.07,285
22/11/2004 17:00,95.71166667,63.58833333,0.664373901,83.10,1.95,2.53,271
22/11/2004 17:30,51.99333333,33.5,0.644313374,90.07,1.08,1.93,272
22/11/2004 18:00,23.30333333,15.48166667,0.66435417,95.18,0.21,2.12,81
22/11/2004 18:30,0,0,1,85.55,0.06,2.31,80
22/11/2004 19:00,0,0,1,69.08,0.57,3.73,74
22/11/2004 19:30,0,0,1,59.01,1.42,5.38,83
22/11/2004 20:00,0,0,1,62.40,1.09,7.68,81
22/11/2004 20:30,0,0,1,60.12,1.15,8.51,80
22/11/2004 21:00,0,0,1,52.58,1.17,9.15,69
22/11/2004 21:30,0,0,1,50.73,1.10,9.45,87
22/11/2004 22:00,0,0,1,49.44,1.20,9.09,88
22/11/2004 22:30,0,0,1,50.48,1.36,7.09,80
22/11/2004 23:00,0,0,1,50.61,1.18,9.46,92
22/11/2004 23:30,0,0,1,50.30,1.59,7.14,90
23/11/2004 00:00,0,0,1,49.37,1.49,7.56,65
23/11/2004 00:30,0,0,1,47.74,1.64,7.56,86
23/11/2004 01:00,0,0,1,50.07,1.02,9.08,94
23/11/2004 01:30,0,0,1,50.41,1.56,6.97,73
23/11/2004 02:00,0,0,1,58.27,1.21,7.73,84
23/11/2004 02:30,0,0,1,59.39,0.99,8.12,99
23/11/2004 03:00,0,0,1,52.56,1.47,5.86,110
23/11/2004 03:30,0,0,1,47.45,1.69,3.97,106
23/11/2004 04:00,0,0,1,59.22,0.66,0.92,148
23/11/2004 04:30,0,0,1,50.51,0.65,2.27,93
23/11/2004 05:00,0,0,1,46.39,1.09,5.41,59
23/11/2004 05:30,0,0,1,47.32,1.44,2.76,87
23/11/2004 06:00,0,0,1,45.68,1.19,1.97,120
23/11/2004 06:30,0,0,1,43.27,1.26,1.85,75
23/11/2004 07:00,20.27166667,0,1,40.60,1.71,1.78,83
23/11/2004 07:30,27.625,19.53666667,0.707209653,46.18,1.15,1.11,62
23/11/2004 08:00,37.03166667,26.63,0.719114272,50.93,0.71,0.83,85
23/11/2004 08:30,319.9483333,178.05,0.556496101,59.56,1.21,0.69,52
23/11/2004 09:00,492.9166667,277.8166667,0.563617921,60.84,3.73,0.49,101
23/11/2004 09:30,631.9333333,356.1666667,0.563614305,68.93,4.33,0.92,292
23/11/2004 10:00,695.55,392.3333333,0.564062013,76.62,3.52,1.66,233
23/11/2004 10:30,580.15,323.8333333,0.558188974,76.42,3.44,1.54,343
23/11/2004 11:00,472.4166667,264.2666667,0.559393191,85.00,2.33,2.21,313
23/11/2004 11:30,413.15,228.75,0.553673,88.83,1.68,2.16,295
23/11/2004 12:00,444.25,240.2333333,0.540761583,81.58,2.49,2.50,55
23/11/2004 12:30,704.55,365.8833333,0.519314929,77.30,3.30,2.34,208
23/11/2004 13:00,482.2666667,247.7,0.513616257,79.00,3.08,2.77,257
23/11/2004 13:30,758.5166667,374.35,0.493529037,78.65,2.94,3.28,329
23/11/2004 14:00,803.3833333,383.6666667,0.477563637,74.93,3.75,2.80,305
23/11/2004 14:30,438.95,207.6,0.472946805,79.27,2.99,3.65,301
23/11/2004 15:00,268.6666667,126.1166667,0.469416873,89.87,2.04,2.35,203
23/11/2004 15:30,154.0166667,71.87666667,0.466681095,88.83,2.06,1.38,333
23/11/2004 16:00,480.0333333,229.15,0.477362683,79.93,2.86,2.00,292
23/11/2004 16:30,167.4333333,77.56333333,0.463249054,89.28,2.32,2.17,297
23/11/2004 17:00,109.6366667,52.35833333,0.477562251,87.95,1.90,1.93,106
23/11/2004 17:30,110.92,62.14333333,0.560253636,84.22,1.86,0.51,277
23/11/2004 18:00,27.81833333,14.91,0.535977473,85.87,1.72,0.83,84
23/11/2004 18:30,0,0,1,88.02,1.02,0.55,217
23/11/2004 19:00,0,0,1,88.80,0.59,0.68,50
23/11/2004 19:30,0,0,1,87.60,0.43,0.91,52
23/11/2004 20:00,0,0,1,89.32,0.19,0.81,175
23/11/2004 20:30,0,0,1,85.98,-0.04,2.30,56
23/11/2004 21:00,0,0,1,84.00,0.86,6.33,83
23/11/2004 21:30,0,0,1,79.90,0.94,2.94,81
23/11/2004 22:00,0,0,1,89.87,-0.33,1.03,125
23/11/2004 22:30,0,0,1,95.87,-0.80,1.34,246
23/11/2004 23:00,0,0,1,96.65,-0.77,1.33,319
23/11/2004 23:30,0,0,1,96.93,-0.73,0.53,180
24/11/2004 00:00,0,0,1,97.30,-0.61,0.91,23
24/11/2004 00:30,0,0,1,97.30,-0.74,0.38,182
24/11/2004 01:00,0,0,1,89.62,-0.59,1.72,291
24/11/2004 01:30,0,0,1,89.93,-0.63,1.36,285
24/11/2004 02:00,0,0,1,86.28,-0.70,1.34,350
24/11/2004 02:30,0,0,1,93.63,-1.32,0.59,123
24/11/2004 03:00,0,0,1,89.93,-1.52,0.89,92
24/11/2004 03:30,0,0,1,85.60,-0.98,0.83,175
24/11/2004 04:00,0,0,1,91.12,-1.25,0.88,17
24/11/2004 04:30,0,0,1,88.67,-1.29,0.86,139
24/11/2004 05:00,0,0,1,81.15,-0.52,1.42,68
24/11/2004 05:30,0,0,1,80.40,-0.02,1.13,35
24/11/2004 06:00,0,0,1,83.10,-0.36,1.41,140
24/11/2004 06:30,0,0,1,85.85,-0.33,1.16,208
24/11/2004 07:00,68.97333333,0,1,89.50,-0.49,1.00,139
24/11/2004 07:30,134.6666667,69.205,0.513898515,91.82,-0.42,0.67,321
24/11/2004 08:00,223.0666667,113.5666667,0.509115362,92.20,0.11,0.68,265
24/11/2004 08:30,225.3833333,112.5,0.499149597,93.75,0.32,1.14,305
24/11/2004 09:00,251.7166667,121.15,0.481295107,94.30,0.47,0.99,253
24/11/2004 09:30,222.5666667,105.2666667,0.472966901,94.65,0.40,1.00,224
24/11/2004 10:00,361.1666667,167.9166667,0.464928473,92.43,1.03,1.18,269
24/11/2004 10:30,289.5333333,133.5666667,0.461317062,89.60,1.58,1.41,331
24/11/2004 11:00,638.8166667,283.2666667,0.443424039,82.63,2.16,1.60,240
24/11/2004 11:30,488.2166667,215.8166667,0.442051002,81.50,2.63,2.12,252
24/11/2004 12:00,453.8666667,197.4833333,0.435113102,78.90,3.02,1.85,39
24/11/2004 12:30,304.85,132.9,0.435952108,80.23,2.32,3.79,12
24/11/2004 13:00,494.9833333,210.2833333,0.424829119,86.87,1.79,2.94,28
24/11/2004 13:30,590.1166667,244.0833333,0.413618776,83.25,1.90,3.81,48
24/11/2004 14:00,632.4166667,258.2333333,0.408327843,81.65,1.97,3.88,27
24/11/2004 14:30,413.7833333,169.1166667,0.408708261,85.25,1.86,3.32,337
24/11/2004 15:00,154.3166667,63.87333333,0.41391079,80.08,2.29,2.06,343
24/11/2004 15:30,143.58,60.30666667,0.420021359,86.65,1.63,2.32,227
24/11/2004 16:00,89.07166667,38.65333333,0.433957675,92.37,1.06,1.10,228
24/11/2004 16:30,101.0166667,42.85166667,0.424203927,88.33,1.49,1.52,285
24/11/2004 17:00,98.48333333,41.69166667,0.423337282,89.30,1.34,1.87,333
24/11/2004 17:30,114.9666667,46.98166667,0.408654683,88.37,1.34,1.48,6
24/11/2004 18:00,71.15666667,32.38,0.455052232,87.08,1.17,0.55,279
24/11/2004 18:30,0,0,1,84.88,0.71,0.66,226
24/11/2004 19:00,0,0,1,91.50,-0.01,0.61,54
24/11/2004 19:30,0,0,1,88.17,-0.18,0.87,83
24/11/2004 20:00,0,0,1,67.18,1.17,2.37,70
24/11/2004 20:30,0,0,1,64.77,1.69,2.40,206
24/11/2004 21:00,0,0,1,84.13,1.00,0.93,106
24/11/2004 21:30,0,0,1,93.72,-0.12,0.46,214
24/11/2004 22:00,0,0,1,95.82,-0.71,0.73,13
24/11/2004 22:30,0,0,1,96.75,-0.91,0.58,89
24/11/2004 23:00,0,0,1,96.72,-1.25,0.41,194
24/11/2004 23:30,0,0,1,97.45,-1.11,0.24,195
25/11/2004 00:00,0,0,1,97.65,-0.85,0.46,133
25/11/2004 00:30,0,0,1,97.60,-0.58,0.43,120
25/11/2004 01:00,0,0,1,97.50,-0.48,0.68,70
25/11/2004 01:30,0,0,1,97.32,-0.51,0.02,105
25/11/2004 02:00,0,0,1,95.18,-0.77,NAN,120
25/11/2004 02:30,0,0,1,90.38,-0.60,NAN,330
25/11/2004 03:00,0,0,1,95.35,-0.70,NAN,93
25/11/2004 03:30,0,0,1,96.28,-0.85,NAN,5
25/11/2004 04:00,0,0,1,94.15,-0.90,NAN,119
25/11/2004 04:30,0,0,1,91.57,-0.85,NAN,159
25/11/2004 05:00,0,0,1,93.67,-0.77,NAN,291
25/11/2004 05:30,0,0,1,95.87,-0.66,NAN,24
25/11/2004 06:00,0,0,1,96.23,-0.71,NAN,52
25/11/2004 06:30,0,0,1,96.77,-0.74,NAN,297
25/11/2004 07:00,0,0,1,96.62,-0.74,NAN,302
25/11/2004 07:30,0,0,1,96.85,-0.57,NAN,300
25/11/2004 08:00,0,0,1,97.28,-0.46,NAN,314
25/11/2004 08:30,142.7592593,128.4833333,0.9,97.45,-0.33,0.14,261
25/11/2004 09:00,234.1,180.5333333,0.771180407,97.05,0.07,0.40,298
25/11/2004 09:30,257.3166667,195.9833333,0.761642593,95.83,0.42,0.60,312
25/11/2004 10:00,256.4166667,190.9,0.744491388,96.40,0.40,1.31,295
25/11/2004 10:30,200.15,142.7666667,0.71329836,96.47,0.64,2.16,322
25/11/2004 11:00,259.8166667,170.7833333,0.657322471,97.00,0.31,1.94,272
25/11/2004 11:30,244.6166667,152.5833333,0.623765075,97.20,0.41,1.58,306
25/11/2004 12:00,210,125.8166667,0.599126984,96.70,0.66,1.38,261
25/11/2004 12:30,256.9,149.85,0.583300895,96.68,0.61,1.46,321
25/11/2004 13:00,224.6,128.45,0.57190561,96.43,0.73,1.07,253
25/11/2004 13:30,236.7333333,135.7833333,0.573570825,94.43,1.07,0.91,320
25/11/2004 14:00,199.95,124,0.620155039,95.67,0.57,1.12,330
25/11/2004 14:30,232.4333333,154.85,0.666212534,96.78,0.43,0.69,316
25/11/2004 15:00,170.9833333,119.1166667,0.696656594,96.37,0.50,0.73,297
25/11/2004 15:30,157.4333333,109.5666667,0.69595596,96.73,0.32,2.33,282
25/11/2004 16:00,104.715,70.82666667,0.676375559,97.43,0.51,2.20,141
25/11/2004 16:30,49.69,35.36833333,0.711779701,97.42,0.51,1.18,121
25/11/2004 17:00,57.15333333,38.52,0.673976438,97.60,0.37,1.14,302
25/11/2004 17:30,54.96666667,35.34333333,0.642995755,97.63,0.30,1.04,188
25/11/2004 18:00,10.96433333,0,1,97.67,0.20,0.77,91
25/11/2004 18:30,0,0,1,97.70,0.07,0.78,243
25/11/2004 19:00,0,0,1,97.82,-0.08,1.01,309
25/11/2004 19:30,0,0,1,97.93,-0.18,0.70,322
25/11/2004 20:00,0,0,1,98.02,-0.25,0.80,316
25/11/2004 20:30,0,0,1,98.13,-0.31,1.15,354
25/11/2004 21:00,0,0,1,97.55,-0.50,1.81,27
25/11/2004 21:30,0,0,1,94.17,-0.49,2.25,321
25/11/2004 22:00,0,0,1,91.88,-0.55,1.84,52
25/11/2004 22:30,0,0,1,89.72,-0.52,2.04,5
25/11/2004 23:00,0,0,1,85.10,-0.18,2.30,19
25/11/2004 23:30,0,0,1,82.32,0.22,1.68,79
26/11/2004 00:00,0,0,1,81.72,0.16,1.74,169
26/11/2004 00:30,0,0,1,87.50,-0.09,1.11,117
26/11/2004 01:00,0,0,1,91.22,-0.30,0.69,267
26/11/2004 01:30,0,0,1,90.22,-0.38,1.06,55
26/11/2004 02:00,0,0,1,91.18,-0.53,0.79,236
26/11/2004 02:30,0,0,1,95.15,-0.96,0.80,273
26/11/2004 03:00,0,0,1,97.17,-1.26,0.51,331
26/11/2004 03:30,0,0,1,97.50,-1.28,0.39,64
26/11/2004 04:00,0,0,1,97.48,-1.33,0.22,321
26/11/2004 04:30,0,0,1,97.43,-1.55,0.69,48
26/11/2004 05:00,0,0,1,94.73,-1.28,0.49,94
26/11/2004 05:30,0,0,1,93.93,-1.60,0.65,23
26/11/2004 06:00,0,0,1,93.50,-1.73,0.45,116
26/11/2004 06:30,0,0,1,92.32,-1.46,0.86,119
26/11/2004 07:00,10.92333333,0,1,89.67,-1.27,0.68,120
26/11/2004 07:30,14.26333333,10.98,0.769806029,89.03,-1.19,0.86,80
26/11/2004 08:00,16.41333333,13.96833333,0.851035743,88.72,-1.13,0.67,345
26/11/2004 08:30,265.3216667,168.0516667,0.633388403,88.05,-0.42,0.59,69
26/11/2004 09:00,511.4,335.5833333,0.656205188,84.90,1.78,0.73,246
26/11/2004 09:30,531.9333333,346.0166667,0.650488783,83.97,2.66,1.40,266
26/11/2004 10:00,552.95,350.4666667,0.633812581,87.02,2.47,1.42,39
26/11/2004 10:30,772.7666667,453.7333333,0.58715438,83.95,3.12,1.66,297
26/11/2004 11:00,464.5666667,266.2666667,0.573150606,89.58,2.29,2.17,276
26/11/2004 11:30,415.4833333,233.4,0.561755385,90.45,2.12,1.86,294
26/11/2004 12:00,451.5833333,247.1666667,0.547333456,84.05,2.35,2.44,287
26/11/2004 12:30,430.3833333,230.0333333,0.534484762,86.10,2.06,2.50,293
26/11/2004 13:00,753.5333333,380.05,0.50435725,76.07,2.98,2.59,194
26/11/2004 13:30,773.0666667,366.15,0.473633149,66.90,4.69,2.09,71
26/11/2004 14:00,944.5,422.65,0.447485442,61.24,4.11,2.57,98
26/11/2004 14:30,594.1833333,266.9,0.449187961,57.93,4.11,2.20,14
26/11/2004 15:00,544.5833333,245.8,0.451354246,71.30,3.64,2.21,284
26/11/2004 15:30,298.5333333,133.4833333,0.447130415,80.95,2.58,1.62,325
26/11/2004 16:00,248.7666667,119.0833333,0.478694895,84.00,1.26,3.12,109
26/11/2004 16:30,293.6833333,145.7516667,0.496288519,70.48,1.71,3.81,93
26/11/2004 17:00,198.4833333,102.8616667,0.518238307,79.35,1.47,2.28,275
26/11/2004 17:30,201.4833333,106.7233333,0.529688146,88.50,1.58,1.33,297
26/11/2004 18:00,115.64,55.32666667,0.478438833,93.12,0.94,1.94,299
26/11/2004 18:30,0,0,1,96.68,0.14,1.69,278
26/11/2004 19:00,0,0,1,97.07,-0.24,1.22,294
26/11/2004 19:30,0,0,1,88.40,-0.52,2.00,20
26/11/2004 20:00,0,0,1,86.50,-1.12,0.17,39
26/11/2004 20:30,0,0,1,88.27,-1.69,0.37,59
26/11/2004 21:00,0,0,1,73.24,-0.80,1.30,81
26/11/2004 21:30,0,0,1,74.33,-0.81,1.08,95
26/11/2004 22:00,0,0,1,76.41,-0.78,0.69,88
26/11/2004 22:30,0,0,1,74.98,-1.19,1.39,81
26/11/2004 23:00,0,0,1,77.47,-1.29,0.95,93
26/11/2004 23:30,0,0,1,70.26,-1.21,0.71,128
27/11/2004 00:00,0,0,1,56.89,-0.73,1.12,74
27/11/2004 00:30,0,0,1,59.54,-0.94,0.92,90
27/11/2004 01:00,0,0,1,59.58,-0.99,0.65,102
27/11/2004 01:30,0,0,1,56.51,-0.85,1.21,69
27/11/2004 02:00,0,0,1,47.58,-0.30,2.51,68
27/11/2004 02:30,0,0,1,38.16,0.33,2.13,139
27/11/2004 03:00,0,0,1,45.24,-0.12,1.19,298
27/11/2004 03:30,0,0,1,46.89,-0.20,1.19,58
27/11/2004 04:00,0,0,1,43.90,0.08,0.93,97
27/11/2004 04:30,0,0,1,34.90,0.32,1.71,119
27/11/2004 05:00,0,0,1,34.83,0.16,1.71,89
27/11/2004 05:30,0,0,1,31.37,0.28,1.98,99
27/11/2004 06:00,0,0,1,38.27,0.31,1.61,106
27/11/2004 06:30,0,0,1,44.31,-0.11,2.04,85
27/11/2004 07:00,11.07833333,0,1,37.00,0.19,1.49,110
27/11/2004 07:30,13.99,10.17,0.72694782,32.16,0.40,1.59,106
27/11/2004 08:00,16.31166667,10.2,0.625319301,32.22,0.73,1.57,85
27/11/2004 08:30,279.5216667,140.3116667,0.501970628,38.77,1.22,1.33,73
27/11/2004 09:00,495.4333333,248.3,0.50117742,30.14,3.28,0.77,101
27/11/2004 09:30,612.7666667,299.0333333,0.488005222,38.17,4.84,0.68,253
27/11/2004 10:00,730.4166667,341.8,0.467952082,58.35,4.93,1.21,272
27/11/2004 10:30,767.0166667,341.8833333,0.445731297,76.97,4.16,1.53,262
27/11/2004 11:00,819,343.3333333,0.419210419,77.34,3.57,1.72,93
27/11/2004 11:30,598.9833333,242.1166667,0.404212694,59.44,4.68,1.96,85
27/11/2004 12:00,316.8666667,128.9833333,0.4070587,75.82,3.45,3.13,260
27/11/2004 12:30,404.0333333,160.2166667,0.39654319,66.40,3.91,2.02,54
27/11/2004 13:00,615.1833333,236.2333333,0.384004768,59.10,5.12,2.42,75
27/11/2004 13:30,353.0666667,136.1,0.385479607,58.12,4.50,2.04,322
27/11/2004 14:00,439.3,170.1333333,0.387282798,63.67,4.47,1.77,275
27/11/2004 14:30,211.3333333,84.31666667,0.398974763,72.48,3.92,1.95,301
27/11/2004 15:00,166.5833333,67.55,0.405502751,74.92,3.05,1.73,256
27/11/2004 15:30,253.0166667,101.5866667,0.401501877,74.85,2.83,1.43,296
27/11/2004 16:00,271.4833333,107.7666667,0.396955,66.13,3.31,1.20,27
27/11/2004 16:30,231.55,95.67,0.413172101,69.64,3.07,1.61,290
27/11/2004 17:00,252.5,109.3,0.432871287,78.35,2.38,2.15,112
27/11/2004 17:30,86.90666667,38.41166667,0.441987573,79.85,2.19,1.18,270
27/11/2004 18:00,35.97666667,15.93166667,0.442833318,82.32,1.30,0.96,215
27/11/2004 18:30,0,0,1,91.70,0.49,1.01,76
27/11/2004 19:00,0,0,1,80.03,1.02,1.15,138
27/11/2004 19:30,0,0,1,89.38,0.30,0.42,99
27/11/2004 20:00,0,0,1,96.72,0.00,1.00,268
27/11/2004 20:30,0,0,1,96.72,-0.27,0.65,248
27/11/2004 21:00,0,0,1,97.17,-0.41,0.58,40
27/11/2004 21:30,0,0,1,97.45,-0.30,0.33,3
27/11/2004 22:00,0,0,1,97.38,-0.19,1.18,16
27/11/2004 22:30,0,0,1,96.35,-0.12,1.59,355
27/11/2004 23:00,0,0,1,94.38,-0.19,1.79,54
27/11/2004 23:30,0,0,1,92.47,-0.40,1.90,28
28/11/2004 00:00,0,0,1,90.33,-0.93,1.88,3
28/11/2004 00:30,0,0,1,88.05,-1.00,2.33,11
28/11/2004 01:00,0,0,1,77.12,-0.77,3.17,13
28/11/2004 01:30,0,0,1,75.57,-0.61,2.45,176
28/11/2004 02:00,0,0,1,80.53,-0.82,1.27,12
28/11/2004 02:30,0,0,1,86.12,-1.06,2.61,75
28/11/2004 03:00,0,0,1,77.85,-0.89,1.46,4
28/11/2004 03:30,0,0,1,69.89,-1.01,0.94,39
28/11/2004 04:00,0,0,1,72.80,-0.66,1.78,16
28/11/2004 04:30,0,0,1,73.63,-1.33,1.40,86
28/11/2004 05:00,0,0,1,61.81,-0.63,2.27,66
28/11/2004 05:30,0,0,1,61.39,0.37,3.07,49
28/11/2004 06:00,0,0,1,63.99,0.43,2.37,85
28/11/2004 06:30,0,0,1,72.18,0.72,4.54,40
28/11/2004 07:00,0,0,1,78.48,0.47,3.83,339
28/11/2004 07:30,15.63,0,1,91.85,-0.40,1.87,19
28/11/2004 08:00,45.45666667,22.20333333,0.488450539,94.18,-0.95,1.66,246
28/11/2004 08:30,89.475,41.42166667,0.462941231,94.67,-0.94,1.65,298
28/11/2004 09:00,144.8,64.40666667,0.444797422,82.77,-0.02,0.82,161
28/11/2004 09:30,228.1166667,105.3483333,0.461817783,82.33,1.31,1.32,231
28/11/2004 10:00,493.85,218.0333333,0.441497081,84.45,2.15,1.43,289
28/11/2004 10:30,337.8666667,136.9833333,0.405436069,90.02,1.89,1.18,275
28/11/2004 11:00,348.2,138.6833333,0.398286425,90.77,1.96,1.56,81
28/11/2004 11:30,499.2833333,189.2,0.378943152,83.85,2.94,2.25,340
28/11/2004 12:00,904,317.75,0.351493363,72.55,4.18,2.66,3
28/11/2004 12:30,1179.166667,380.9,0.323024735,72.65,4.60,3.71,337
28/11/2004 13:00,738.1833333,235.1666667,0.31857488,75.10,4.24,3.58,333
28/11/2004 13:30,395.4333333,125.7,0.31787912,77.28,4.06,3.45,8
28/11/2004 14:00,391.9,120.3683333,0.307140427,83.53,3.20,3.27,311
28/11/2004 14:30,211.6833333,67.40166667,0.318407999,83.40,3.16,2.51,0
28/11/2004 15:00,171.6,55.22833333,0.321843434,85.82,2.18,3.31,327
28/11/2004 15:30,270.65,87.10333333,0.321830162,80.48,2.53,2.67,330
28/11/2004 16:00,84.99833333,29.175,0.343242024,83.65,2.21,2.19,24
28/11/2004 16:30,304.3833333,103.53,0.340130318,82.48,2.32,1.69,342
