year,dayofyear,hour,t,rh,sin,sout,lin,lout,u,p,wdir,vp,zu,zt,zq
2001,152,1,-1.4896667,87.94394209,0,1.3317204,222.01438,299.29244,5.7533333,955.05345,25.70401,547.795101,2,2,2
2001,152,2,-1.0445,85.47363242,0.43168616,2.4952142,235.75572,299.1078,1.494,955.28379,346.60503,565.9807127,2,2,2
2001,152,3,-1.019,76.00608107,3.3222549,4.0398602,232.62914,299.55348,1.8805,955.51412,51.826084,567.0386786,2,2,2
2001,152,4,-1.5631667,73.94354912,16.077309,10.7872,234.86853,297.83409,1.2066667,955.74446,24.34696,544.8436367,2,2,2
2001,152,5,-1.383,72.05358475,57.954499,31.38835,263.54434,302.11309,2.2028333,955.97479,313.33275,552.1039983,2,2,2
2001,152,6,-0.11833333,69.19677205,90.730058,47.679246,279.89548,307.11496,1.4763333,956.20512,346.69833,605.5668358,2,2,2
2001,152,7,1.331,71.74627371,176.91315,89.177706,283.95439,309.17106,1.9615,956.43546,290.2266,672.5271608,2,2,2
2001,152,8,0.709,77.14076887,310.62467,153.30859,264.58863,305.48814,5.2875,956.66579,327.61641,643.0155594,2,2,2
2001,152,9,1.5276667,74.0912954,419.43248,202.46642,259.50704,304.25991,4.6636667,956.89612,330.06692,682.1083634,2,2,2
2001,152,10,2.0508333,74.49789163,499.31809,231.26752,251.19908,304.80648,4.2705,957.12646,325.2475,708.1960426,2,2,2
2001,152,11,2.8803333,72.12213904,701.75148,303.11612,231.59432,299.65475,3.7286667,957.35679,337.51632,751.400175,2,2,2
2001,152,12,2.9388333,72.54646476,769.68067,307.3328,230.59643,303.08414,4.3996667,957.58713,338.33315,754.5346541,2,2,2
2001,152,13,2.9233333,72.3159813,849.9406,305.37309,230.66298,306.74637,6.232,957.81746,330.4811,753.7030095,2,2,2
2001,152,14,3.1068333,69.13176366,835.84833,267.89643,233.28468,307.07245,5.9731667,958.04779,334.22625,763.6016332,2,2,2
2001,152,15,3.398,77.09939957,788.17679,253.45185,231.48181,305.43355,5.6671667,958.27813,271.463,779.5479478,2,2,2
2001,152,16,3.5911667,81.58496229,702.96254,228.80137,226.23757,301.04432,4.4273333,958.50846,132.79782,790.2914537,2,2,2
2001,152,17,4.062,77.40671133,590.33439,197.6222,227.5694,301.81396,4.72,958.73879,332.79046,817.0372541,2,2,2
2001,152,18,3.82,79.48106247,462.18273,166.79534,227.59632,305.45998,5.9841667,958.96913,330.19785,803.1905717,2,2,2
2001,152,19,4.0101667,81.99865103,316.81206,130.24349,223.57115,305.32332,4.2313333,959.19946,337.35212,814.0535669,2,2,2
2001,152,20,3.7376667,82.90876497,174.38095,90.234628,221.6044,305.20712,2.7816667,959.4298,298.13754,798.5279117,2,2,2
2001,152,21,2.3475,81.93955223,71.668048,48.522581,223.93352,306.1776,3.608,959.66013,287.57202,723.3843878,2,2,2
2001,152,22,1.8388333,78.0863418,22.503609,19.468264,230.09727,311.91971,6.075,959.89046,325.70178,697.5185454,2,2,2
2001,152,23,1.3206667,79.69381643,6.3114695,4.8856171,230.81324,313.15102,7.57,960.1208,316.79976,672.0271047,2,2,2
2001,152,0,0.71466667,88.23943394,0.4168232,1.6969086,228.51746,311.17148,7.1033333,960.35113,322.49954,643.2790803,2,2,2
2001,153,1,0.15633333,94.09016793,0,1.2730393,229.22918,308.69744,5.1078333,959.98562,326.01438,617.776019,2,2,2
2001,153,2,0.088,94.96482287,0.03655185,1.4486423,228.85323,308.53231,5.4108333,959.6201,300.25863,614.718034,2,2,2
2001,153,3,-0.29866667,89.44503974,3.0290694,3.3139977,233.21714,307.48512,5.2851667,959.25459,308.73092,597.6693079,2,2,2
2001,153,4,1.0126667,87.80210612,18.810991,10.432691,252.14656,311.92637,4.1591667,958.88908,293.46806,657.274733,2,2,2
2001,153,5,1.4493333,92.32903743,58.438921,29.698378,251.8904,310.59267,3.181,958.52357,282.71549,678.2775171,2,2,2
2001,153,6,1.0078333,97.24601838,75.922155,35.297857,256.91771,311.181,2.812,958.15805,275.76465,657.0455647,2,2,2
2001,153,7,1.0153333,98.8298532,110.12896,47.413915,296.04783,313.8623,2.47,957.79254,273.27701,657.4011966,2,2,2
2001,153,8,1.2431667,98.98350908,81.404933,35.384833,309.80213,314.18255,2.0761667,957.42703,259.83147,668.2873111,2,2,2
2001,153,9,1.6945,98.74711531,61.906943,27.571325,316.83787,315.32698,1.9526667,957.06151,288.65753,690.3321204,2,2,2
2001,153,10,1.7896667,98.66437813,66.32179,30.106834,320.81251,316.80689,2.1576667,956.696,329.20655,695.0630026,2,2,2
2001,153,11,2.2003333,98.09703423,74.843215,33.068415,321.96886,315.91358,2.0966667,956.33049,254.30318,715.81375,2,2,2
2001,153,12,2.354,98.99532827,86.469345,37.130954,323.58643,315.34094,1.6993333,955.96497,107.77014,723.7204173,2,2,2
2001,153,13,2.298,98.68801723,102.09196,43.405322,326.80007,316.59861,1.8466667,955.59946,30.278468,720.8299889,2,2,2
2001,153,14,2.9805,98.64073833,93.009045,38.30788,330.62173,317.25795,1.2941667,955.23395,29.232073,756.7743468,2,2,2
2001,153,15,2.5041667,98.06157524,117.78063,47.765121,329.28792,316.76742,2.4225,954.86844,355.81112,731.5227088,2,2,2
2001,153,16,2.5288333,96.71413347,79.03787,31.196784,328.74957,317.89222,3.2266667,954.50292,12.447876,732.8115251,2,2,2
2001,153,17,2.9431667,98.19159131,67.742028,25.717309,330.70169,318.77852,2.366,954.13741,12.782861,754.7673078,2,2,2
2001,153,18,3.401,98.32160739,80.777386,29.544244,333.09149,319.76284,2.1245,953.7719,41.856108,779.7137935,2,2,2
2001,153,19,4.1356667,99.56267217,51.869497,17.648378,336.31279,319.86866,2.9513333,953.40638,259.13776,821.2946328,2,2,2
2001,153,20,3.7205,99.97636091,38.040347,11.71751,334.13417,319.61087,4.6695,953.04087,287.19169,797.5588028,2,2,2
2001,153,21,3.6241667,100,17.605441,4.4686839,333.78642,320.00099,3.2861667,952.67536,317.31074,792.1400793,2,2,2
2001,153,22,3.928,100,7.5492781,1.3749881,334.77589,323.3915,3.1636667,952.30985,293.24245,809.3438346,2,2,2
2001,153,23,4.386,100,2.6626702,0.20477844,336.64727,328.48377,3.587,951.94433,254.10223,835.9112438,2,2,2
2001,153,0,4.6041667,100,0.73874372,0.043928277,337.50849,326.8034,5.3351667,951.57882,244.63463,848.8396604,2,2,2
2001,154,1,4.2828333,100,0.18286934,0,336.05159,325.55732,7.831,951.22178,253.79665,829.8594341,2,2,2
2001,154,2,4.151,100,0.087746458,0,335.31986,322.29573,7.0508333,950.86474,257.04571,822.1832817,2,2,2
2001,154,3,3.8595,100,0.46812791,0,334.0528,324.35498,8.2506667,950.5077,256.06579,805.4361816,2,2,2
2001,154,4,3.4428333,100,2.7432604,0.073103698,331.2754,321.72984,7.8293333,950.15066,250.61656,782.029721,2,2,2
2001,154,5,3.2968333,100,15.133787,1.2362672,330.65703,321.54483,8.1621667,949.79361,256.54845,773.9737739,2,2,2
2001,154,6,3.3361667,100,23.712462,2.1723028,330.99794,321.5695,6.6003333,949.43657,258.29964,776.1367337,2,2,2
2001,154,7,3.3941667,100,26.010164,2.4430288,331.60407,321.7657,4.5135,949.07953,254.1857,779.3360819,2,2,2
2001,154,8,3.563,100,94.087985,10.487739,332.92988,323.3726,6.47,948.72249,242.96487,788.7166498,2,2,2
2001,154,9,3.6596667,100,230.48584,24.921315,329.3544,320.35931,8.8316667,948.36545,254.55005,794.1330866,2,2,2
2001,154,10,3.7761667,100,141.12097,15.557656,328.62705,322.00957,4.8361667,948.00841,241.50778,800.7051914,2,2,2
2001,154,11,4.0765,99.95272111,223.01032,24.419278,331.27165,321.14047,4.6416667,947.65137,252.04402,817.873675,2,2,2
2001,154,12,3.9121667,99.19626304,105.16364,12.360471,331.82434,320.99043,2.7835,947.29432,267.93772,808.4390984,2,2,2
2001,154,13,3.855,97.54150952,81.349885,10.582421,334.53503,321.48748,2.8286667,946.93728,253.14391,805.1800684,2,2,2
2001,154,14,4.2713333,97.05690351,93.735678,12.81957,336.95797,322.29412,4.1886667,946.58024,235.48476,829.1872808,2,2,2
2001,154,15,4.6941667,96.99780542,83.529784,10.539484,338.23574,322.43578,4.4691667,946.2232,221.52338,854.2250852,2,2,2
2001,154,16,4.898,98.59346015,91.225491,10.494344,339.12268,322.45601,4.9908333,945.86616,222.15858,866.5356153,2,2,2
2001,154,17,4.9698333,98.8771321,122.31658,13.02545,339.20373,321.95144,5.2843333,945.50912,228.69808,870.9117879,2,2,2
2001,154,18,4.7436667,99.444476,95.089857,9.4561398,338.2191,320.61545,4.5648333,945.15208,231.45922,857.2001221,2,2,2
2001,154,19,4.6188333,99.83452493,63.62444,5.8064595,337.49443,320.55838,4.8813333,944.79504,229.0843,849.7151974,2,2,2
2001,154,20,4.3595,99.92908201,60.200456,5.3395427,335.72004,320.22461,5.5776667,944.43799,227.6314,834.3529715,2,2,2
2001,154,21,4.4033333,100,62.227322,4.914132,333.64889,320.64819,4.236,944.08095,225.58851,836.9319019,2,2,2
2001,154,22,4.007,100,25.947409,1.1700996,329.76311,320.077,4.9801667,943.72391,228.78312,813.8715992,2,2,2
2001,154,23,3.5935,100,6.8675641,0.043928278,325.5932,319.63162,3.3808333,943.36687,238.0204,790.4220353,2,2,2
2001,154,0,2.9098333,100,0.88506121,0.080480127,304.50341,319.56549,1.8431667,943.00983,286.00748,752.9793449,2,2,2
2001,155,1,3.0381667,100,0.46086158,0,321.34986,320.02636,1.2541667,942.93239,315.49525,759.8839315,2,2,2
2001,155,2,2.9516667,100,0.57040703,0,321.40515,319.97625,1.9505,942.85494,271.77411,755.2238472,2,2,2
2001,155,3,2.3606667,100,1.8726217,0.35836226,288.62105,318.49925,2.8593333,942.7775,264.42724,724.0652103,2,2,2
2001,155,4,2.3576667,100,8.5137186,0.49741342,314.70221,318.95379,1.7878333,942.70006,292.38516,723.910036,2,2,2
2001,155,5,2.624,100,20.28958,1.1993851,317.72404,319.32863,0.65883333,942.62261,254.56382,737.8030712,2,2,2
2001,155,6,2.6748333,100,25.314358,1.5213056,323.9503,318.67974,0.88466667,942.54517,308.13454,740.4818008,2,2,2
2001,155,7,2.8943333,100,49.227195,4.7399602,327.45592,319.51495,1.6683333,942.46772,258.17536,752.1492403,2,2,2
2001,155,8,3.7996667,100,157.76747,15.264801,327.29124,317.71054,2.1473333,942.39028,162.09479,802.0367987,2,2,2
2001,155,9,3.945,100,310.16226,29.212855,320.2868,311.31514,1.3615,942.31284,257.97815,810.3162495,2,2,2
2001,155,10,5.041,99.94090191,467.13704,47.605481,296.83271,312.32815,5.4883333,942.23539,228.89003,875.2668984,2,2,2
2001,155,11,5.91,96.77323156,698.3385,65.91994,298.45673,309.84113,5.8988333,942.15795,237.01168,930.0450847,2,2,2
2001,155,12,6.6621667,95.31941281,708.02695,66.58602,277.52335,310.25936,5.7096667,942.0805,228.41902,979.9204763,2,2,2
2001,155,13,6.7736667,92.5181523,555.54408,53.572681,294.02785,312.93157,6.9295,942.00306,235.35001,987.5145798,2,2,2
2001,155,14,6.8558333,87.16384423,628.64778,61.345454,282.50391,312.93258,6.2191667,941.92562,233.60078,993.1445591,2,2,2
2001,155,15,6.2436667,81.92773304,568.20511,55.642485,281.56171,311.49847,6.5106667,941.84817,245.01902,951.8820172,2,2,2
2001,155,16,4.7846667,84.49259979,719.14664,67.631932,250.7449,305.31271,5.596,941.77073,293.51592,859.6713317,2,2,2
2001,155,17,3.2088333,87.08110634,462.32585,46.385619,251.89331,304.91509,4.7401667,941.69329,311.53917,769.1542088,2,2,2
2001,155,18,2.8953333,88.03849917,421.97569,53.810488,243.09982,305.92483,6.8001667,941.61584,113.05223,752.2027706,2,2,2
2001,155,19,1.6748333,87.55389316,357.54755,64.41713,235.42825,305.38608,9.97,941.5384,171.71561,689.3580742,2,2,2
2001,155,20,0.58316667,91.00523546,157.89959,41.758286,230.97591,308.48821,10.491667,941.46095,290.23237,637.188799,2,2,2
2001,155,21,-0.2015,95.49670778,121.56793,44.320219,247.67236,305.84758,10.111667,941.38351,331.48221,601.9130443,2,2,2
2001,155,22,-0.901,95.33123271,27.042864,7.8045907,228.25059,308.55042,10.951667,941.30607,314.80274,571.9575662,2,2,2
2001,155,23,-1.4588333,96.33590373,6.0492211,2.2679762,225.07003,307.86459,10.75,941.22862,333.72833,549.0375239,2,2,2
2001,155,0,-1.6855,96.05223178,0.67312654,0.94396254,235.45953,307.56072,10.811667,941.15118,323.65194,539.9629388,2,2,2
2001,156,1,-1.461,96.50137951,0.021909091,0.60728917,259.20163,308.85026,11.115,941.59121,323.16987,548.9501346,2,2,2
2001,156,2,-1.4848333,96.41864162,0.24870671,0.52669894,281.32318,309.40938,11.185,942.03123,318.43984,547.9896941,2,2,2
2001,156,3,-1.5706667,96.50137951,11.851937,3.3732293,280.52317,309.55808,9.6735,942.47126,326.60267,544.5432729,2,2,2
2001,156,4,-1.4361667,96.96234643,58.47195,18.020502,279.97543,309.43197,6.0166667,942.91128,313.84864,549.9524845,2,2,2
2001,156,5,-1.1111667,96.90324763,93.713658,33.137775,257.63359,307.49304,10.353167,943.35131,320.44976,563.2231726,2,2,2
2001,156,6,-1.4183333,97.02144452,161.0153,60.976633,246.55899,304.79277,14.37,943.79133,323.49988,550.673312,2,2,2
2001,156,7,-1.3043333,97.24601838,197.91946,76.428597,252.66477,305.76855,14.288333,944.23136,320.91741,555.3013235,2,2,2
2001,156,8,-1.6376667,96.89142844,182.46199,84.124303,266.21106,306.24385,14.081667,944.67138,324.13368,541.8666267,2,2,2
2001,156,9,-1.7386667,96.73777257,227.97565,147.1212,272.2762,305.42213,14.08,945.11141,325.18033,537.8540544,2,2,2
2001,156,10,-1.6271667,96.26498575,267.94047,193.64774,274.83182,305.52987,13.885,945.55143,324.40147,542.2853172,2,2,2
2001,156,11,-1.1501667,96.58411669,372.85089,274.49118,269.15891,306.19334,10.796667,945.99146,312.12783,561.6156219,2,2,2
2001,156,12,-0.46433333,96.34772363,752.06532,497.71069,257.01362,307.83348,10.2,946.43148,297.40879,590.4958613,2,2,2
2001,156,13,-0.37366667,96.85596945,514.63243,262.50173,260.93294,306.89219,7.2768333,946.87151,276.65837,594.412119,2,2,2
2001,156,14,-0.636,96.33590373,766.60899,268.79922,243.36734,306.94194,11.241667,947.31154,309.09995,583.1443982,2,2,2
2001,156,15,-0.73333333,96.18224857,770.23115,232.21434,246.47948,307.3134,12.465,947.75156,313.14875,579.01286,2,2,2
2001,156,16,-0.73166667,95.9931337,652.20831,204.81147,239.18987,306.30161,11.53,948.19159,308.95009,579.0833831,2,2,2
2001,156,17,-1.255,95.86311762,614.20319,219.99369,250.29615,306.11719,11.885,948.63161,306.71681,557.3149136,2,2,2
2001,156,18,-2.4453333,95.9576747,191.14856,88.550159,272.03657,306.2249,9.2066667,949.07164,311.59698,510.5191279,2,2,2
2001,156,19,-3.0775,96.43046152,136.06756,97.732161,281.78065,301.99616,17.048333,949.51166,330.11795,487.1326653,2,2,2
2001,156,20,-2.8896667,96.30044474,184.84006,160.2116,286.75555,301.36084,20.288333,949.95169,329.68437,493.9785681,2,2,2
2001,156,21,-2.4773333,95.73310084,130.68387,114.05939,282.36266,302.789,20.193333,950.39171,319.66438,509.3114607,2,2,2
2001,156,22,-2.0605,96.25316655,45.608341,38.838542,284.09001,304.62174,14.135,950.83174,318.24994,525.2458389,2,2,2
2001,156,23,-1.8113333,96.73777257,15.197643,12.65883,290.68697,305.64364,13.213333,951.27176,312.11393,534.9836851,2,2,2
2001,156,0,-2.3385,97.18691959,5.2680904,4.1339922,280.17696,302.95747,12.553333,951.71179,308.1005,514.5696652,2,2,2
2001,157,1,-2.7581667,97.24601838,1.6462645,1.3244541,281.17221,301.66881,16.371667,951.75464,307.38368,498.8227269,2,2,2
2001,157,2,-3.0155,96.80869055,3.8206591,2.9709388,283.46288,300.69175,14.516667,951.79749,303.94851,489.3828557,2,2,2
2001,157,3,-3.1476667,96.63139558,11.584514,9.374889,286.57354,300.67521,16.89,951.84034,303.65537,484.5973184,2,2,2
2001,157,4,-3.0781667,96.50137951,21.822115,18.595203,286.36874,300.82178,16.246667,951.88319,308.86622,487.1085192,2,2,2
2001,157,5,-2.9948333,96.60775649,60.872042,52.919812,285.92123,300.85447,16.35,951.92604,312.7973,490.1349974,2,2,2
2001,157,6,-2.9695,96.63139558,66.244723,58.615075,285.49598,300.65176,15.868333,951.96889,309.71033,491.0583947,2,2,2
2001,157,7,-3.1996667,96.41864162,94.638464,83.992188,279.39614,299.51795,15.093333,952.01175,330.7082,482.7260645,2,2,2
2001,157,8,-2.802,96.22952675,145.9762,127.41402,278.01234,300.71086,15.8,952.0546,309.28928,497.2032776,2,2,2
2001,157,9,-2.6305,95.98131379,283.9264,237.93933,266.5545,300.41489,15.350333,952.09745,329.12258,503.5665475,2,2,2
2001,157,10,-0.58933333,95.92221571,791.25947,631.29008,245.01583,297.80337,5.2096667,952.1403,262.41045,585.1346617,2,2,2
2001,157,11,-0.443,95.81583873,681.05345,549.56587,250.47099,303.01257,9.4098333,952.18315,314.5227,591.4152399,2,2,2
2001,157,12,-0.98233333,95.31941281,570.66025,457.63577,257.42686,311.10453,13.653333,952.226,332.00175,568.5630554,2,2,2
2001,157,13,0.53733333,94.74024901,814.48972,627.756,264.39784,313.41401,10.955,952.26885,337.15438,635.0782916,2,2,2
2001,157,14,1.461,94.13744611,489.32138,385.2587,255.81953,308.8296,8.8,952.3117,325.43443,678.8468416,2,2,2
2001,157,15,1.6826667,93.86559406,313.54221,247.13234,252.77471,310.66882,8.6133333,952.35455,325.95019,689.7458963,2,2,2
2001,157,16,1.8853333,93.52282403,384.81831,306.72727,242.1019,310.90021,8.3,952.3974,328.65046,699.848079,2,2,2
2001,157,17,3.1976667,92.09264437,637.67565,510.74604,225.74438,309.46422,13.23,952.44025,321.33319,768.5445699,2,2,2
2001,157,18,3.67,89.0549908,486.49191,393.2847,225.14094,309.95002,12.94,952.48311,320.38374,794.7140544,2,2,2
2001,157,19,4.0601667,87.10474614,339.21658,288.38529,224.77271,310.05029,10.65,952.52596,316.55005,816.9315563,2,2,2
2001,157,20,3.8646667,85.85186146,197.95249,189.91549,223.44348,309.5175,7.8216667,952.56881,317.95808,805.7303296,2,2,2
2001,157,21,3.1993333,84.94174752,78.454362,91.357605,226.67793,309.92928,6.1441667,952.61166,320.35312,768.6355302,2,2,2
2001,157,22,2.4466667,84.14982975,22.411128,28.290251,231.37099,312.19789,5.8593333,952.65451,314.99545,728.5262677,2,2,2
2001,157,23,1.954,83.48792877,7.6429698,9.9251485,236.69685,310.99996,2.795,952.69736,288.41492,703.3008939,2,2,2
2001,157,0,1.1373333,92.84910314,0.6362444,3.4233229,231.34615,307.62865,3.6095,952.74021,315.98385,663.2104923,2,2,2
2001,158,1,0.5965,96.93870663,0,1.931523,229.25638,305.8434,5.0898333,952.59065,312.89343,637.8039475,2,2,2
2001,158,2,0.12916667,96.59593659,0.94396254,2.4948839,233.45843,303.69737,5.584,952.44109,324.7181,616.5586495,2,2,2
2001,158,3,-0.018833333,88.21579414,4.9534362,6.1970799,226.81574,301.55221,5.1428333,952.29153,322.99756,609.9644044,2,2,2
2001,158,4,0.070666667,87.88484401,20.867583,18.496117,232.73139,300.9675,3.2521667,952.14197,297.86643,613.9445175,2,2,2
2001,158,5,0.70633333,84.30348563,58.165884,44.851982,236.92374,305.48781,6.2491667,951.99241,305.72077,642.8915831,2,2,2
2001,158,6,1.1053333,88.64130207,99.141387,73.852352,258.35696,307.39654,3.7363333,951.84285,299.92699,661.6822954,2,2,2
2001,158,7,1.636,96.98598552,135.9905,102.5984,287.75025,313.06063,4.6556667,951.69329,251.92897,687.4383767,2,2,2
2001,158,8,2.0848333,96.13496967,159.42992,122.48173,298.96037,313.33142,2.9211667,951.54373,251.2233,709.9220696,2,2,2
2001,158,9,2.4233333,96.25316655,207.40973,161.34559,285.75623,312.40181,4.3001667,951.39417,258.78099,727.3134656,2,2,2
2001,158,10,2.745,95.21303583,285.39068,219.56432,283.3511,312.63196,5.8126667,951.24461,265.15608,744.1936823,2,2,2
2001,158,11,3.3103333,94.69297082,327.40329,247.59474,283.40501,312.0534,5.2743333,951.09505,271.21927,774.7155335,2,2,2
2001,158,12,3.679,92.48269331,332.97414,248.83883,295.7206,311.5674,3.794,950.94548,280.53327,795.2203711,2,2,2
2001,158,13,4.5633333,92.06900528,337.44404,251.34902,304.88772,311.56375,4.3993333,950.79592,290.32413,846.4063346,2,2,2
2001,158,14,4.5688333,92.03354629,303.90881,227.77748,308.34527,313.34644,5.5621667,950.64636,270.96951,846.7337228,2,2,2
2001,158,15,4.8186667,87.84938501,302.66473,227.52426,312.7354,313.64896,5.8215,950.4968,256.01638,861.725475,2,2,2
2001,158,16,5.3085,83.8779777,543.7418,393.89022,291.34028,310.92332,6.5598333,950.34724,248.81829,891.8121404,2,2,2
2001,158,17,4.5696667,84.51623959,334.90082,245.20566,293.12328,312.47207,6.4121667,950.19768,264.15688,846.783341,2,2,2
2001,158,18,4.0871667,89.14954788,229.15367,172.30014,278.99146,313.29692,6.6745,950.04812,262.92593,818.4894658,2,2,2
2001,158,19,3.4095,90.69792371,133.28214,101.35432,284.02031,315.62021,7.6383333,949.89856,253.66655,780.1838616,2,2,2
2001,158,20,3.1143333,91.99808729,80.65628,61.19132,308.1041,316.17391,5.9686667,949.749,256.08811,764.0086812,2,2,2
2001,158,21,2.749,92.74272616,45.374938,33.218145,312.72041,316.9837,5.6685,949.59944,252.93017,744.4057885,2,2,2
2001,158,22,2.4521667,95.55580587,21.715322,15.945194,313.52289,317.64564,3.6495,949.44988,255.23678,728.8124061,2,2,2
2001,158,23,1.8416667,97.34057546,7.0354605,5.9532174,321.33819,318.5038,1.1606667,949.30032,265.27362,697.6602921,2,2,2
2001,158,0,1.3303333,97.1278215,1.3458127,1.6603568,321.36938,317.94938,2.1276667,949.15076,19.632274,672.4948874,2,2,2
2001,159,1,1.4273333,99.82270503,0.54112151,0.90697029,321.98871,318.61556,2.0145,949.20518,349.84053,677.2051043,2,2,2
2001,159,2,1.5071667,99.9881801,1.0313787,1.3604555,322.50391,318.49829,1.8178333,949.2596,36.53799,681.1039497,2,2,2
2001,159,3,1.3856667,99.95272111,4.3588081,3.2989146,322.0738,317.75195,1.9185,949.31402,43.940215,675.1781979,2,2,2
2001,159,4,1.345,99.60995107,14.870658,10.561503,322.09378,317.51425,2.337,949.36844,28.189152,673.2051919,2,2,2
2001,159,5,1.9363333,100,60.629831,41.207807,325.36909,317.35785,1.342,949.42286,54.940078,702.4110877,2,2,2
2001,159,6,2.5638333,100,111.28497,76.604751,328.31904,314.2408,1.376,949.47728,54.54246,734.6437565,2,2,2
2001,159,7,2.7671667,99.9881801,164.4503,111.43911,330.07097,313.09978,1.2728333,949.5317,323.35021,745.3697898,2,2,2
2001,159,8,3.2841667,99.96454101,304.94372,198.12864,331.7139,308.67571,1.9036667,949.58612,43.97843,773.2783855,2,2,2
2001,159,9,4.1206667,99.56267217,542.11238,339.51384,327.05311,296.42532,2.5213333,949.64054,258.57641,820.4261349,2,2,2
2001,159,10,3.2481667,95.60308476,662.88762,419.19027,286.36202,295.08772,4.2475,949.69496,329.2549,771.3050707,2,2,2
2001,159,11,3.6223333,94.27928209,757.79031,479.99625,239.7162,297.41121,4.0783333,949.74938,352.17058,792.0372723,2,2,2
2001,159,12,3.7825,91.48984148,819.55413,522.07492,226.16208,300.51205,4.8051667,949.8038,13.689921,801.0638669,2,2,2
2001,159,13,3.8721667,88.99589201,848.06897,544.53448,229.82713,303.39237,5.6633333,949.85821,37.562691,806.1574874,2,2,2
2001,159,14,4.1746667,85.43817343,838.05025,542.66286,232.9522,306.47059,6.1903333,949.91263,15.33967,823.5565913,2,2,2
2001,159,15,4.5676667,83.32245299,724.10095,476.24198,242.92613,307.57827,6.0781667,949.96705,17.00824,846.6642713,2,2,2
2001,159,16,4.5505,82.24686399,652.86888,434.39451,249.48375,305.6913,5.0465,950.02147,10.73018,845.6428724,2,2,2
2001,159,17,4.8165,74.96713255,604.53677,408.88529,243.75021,303.77598,6.2166667,950.07589,41.265087,861.5944404,2,2,2
2001,159,18,4.9421667,75.2283469,460.35513,320.65441,253.87332,305.39592,6.5735,950.13031,169.00345,869.2239618,2,2,2
2001,159,19,4.943,73.36674972,294.7158,210.58049,272.9686,310.34269,6.7566667,950.18473,331.43652,869.2747552,2,2,2
2001,159,20,4.5028333,77.77312046,144.20366,105.28474,282.7729,314.95842,6.3163333,950.23915,346.68366,842.8125552,2,2,2
2001,159,21,6.6273333,81.83317525,106.78755,92.577469,270.44195,317.49044,3.7258333,950.29357,309.79012,977.558784,2,2,2
2001,159,22,6.5551667,91.28890742,34.06148,27.997396,275.16219,321.27369,3.5155,950.34799,258.72639,972.6821496,2,2,2
2001,159,23,5.6116667,84.62261657,6.7483303,7.2034668,271.36965,323.13821,2.0726667,950.40241,269.01917,910.902243,2,2,2
2001,159,0,5.3993333,92.16356236,1.4993965,2.2596089,299.33981,323.8069,0.93966667,950.45683,184.26892,897.4938004,2,2,2
2001,160,1,5.1656667,99.57449207,0.7825619,0.98723023,306.54693,323.09647,1.165,950.64353,178.42104,882.943117,2,2,2
2001,160,2,3.1846667,98.94805009,0.12429831,0.97269758,277.19211,319.54395,3.2576667,950.83024,92.54461,767.8353836,2,2,2
2001,160,3,2.589,96.46592052,1.5799867,1.0605541,323.61228,320.89502,3.6163333,951.01694,122.59576,735.9637622,2,2,2
2001,160,4,2.213,93.31007006,6.9273463,4.9588309,323.32824,317.83515,2.0495,951.20364,63.293262,716.4625467,2,2,2
2001,160,5,2.3441667,95.87493681,16.545217,11.351992,322.07815,317.73287,2.058,951.39035,100.16706,723.2121211,2,2,2
2001,160,6,2.3458333,99.444476,47.448045,31.833138,318.82764,315.98154,1.2411667,951.57705,101.07875,723.2982473,2,2,2
2001,160,7,2.4596667,91.21798943,81.977433,54.878419,318.3017,314.63573,1.0105,951.76375,92.981041,729.2027576,2,2,2
2001,160,8,2.2651667,97.87246037,157.87757,104.05167,315.38745,312.108,2.3528333,951.95046,358.86779,719.1401319,2,2,2
2001,160,9,2.4148333,95.59126486,265.04495,171.66158,312.01013,308.90636,3.4131667,952.13716,60.536721,726.8721113,2,2,2
2001,160,10,2.567,85.63910749,330.50799,213.79529,314.2789,307.06409,3.8905,952.32386,341.13797,734.8097344,2,2,2
2001,160,11,3.2643333,79.2446687,359.56231,232.55564,316.83477,306.17654,2.5991667,952.51057,19.457199,772.1906715,2,2,2
2001,160,12,3.0623333,79.47751657,314.31288,205.51608,321.51205,308.53477,3.937,952.69727,4.533088,761.1904856,2,2,2
2001,160,13,3.7116667,89.83508867,455.3788,286.06226,316.31395,307.33058,4.1613333,952.88397,7.5201259,797.0605496,2,2,2
2001,160,14,4.4876667,88.32217112,662.66742,403.47958,303.98261,307.40262,4.2468333,953.07068,14.83791,841.9137891,2,2,2
2001,160,15,5.0776667,87.69572914,514.66546,307.36582,308.20356,309.65589,4.9185,953.25738,11.694818,877.5183702,2,2,2
2001,160,16,7.9483333,87.25840131,476.24198,279.76477,323.87842,317.62403,3.0886667,953.44408,229.69428,1070.786411,2,2,2
2001,160,17,9.0633333,85.0363046,643.29054,358.90173,289.04374,308.08801,4.5673333,953.63079,265.31512,1155.594638,2,2,2
2001,160,18,5.7221667,84.20892784,472.42165,259.28693,251.72968,305.71187,5.9911667,953.81749,336.71471,917.9509647,2,2,2
2001,160,19,4.7098333,86.92745117,334.29529,188.13193,247.9397,306.39601,6.4418333,954.00419,269.45918,855.1656714,2,2,2
2001,160,20,4.9083333,95.23667492,185.03824,117.31823,249.82713,310.14571,4.2811667,954.1909,329.53698,867.1639149,2,2,2
