year,month,dayofyear,hour,sin,sout,lin,lout,t,rh,vp,p,u,wdir,zu,zt,zq
2005,2,40,1,0,0,128.92,262.35,-8.53,18.828,0.55612,502.1,2.3925,66.582,1.85,1.75,1.75
2005,2,40,2,0,0,127.25,260.5,-7.765,15.063,0.47553,501.55,2.836,119.48,1.85,1.75,1.75
2005,2,40,3,0,0,127.9,260.47,-8.65,18.102,0.5291,501.15,3.7815,70.662,1.85,1.75,1.75
2005,2,40,4,0,0,124.8,258.94,-9.08,18.649,0.52468,501,3.8815,68.785,1.85,1.75,1.75
2005,2,40,5,0,0,124.95,258.21,-9.2,18.425,0.51292,501.1,4.6665,69.743,1.85,1.75,1.75
2005,2,40,6,0,0,125.9,257.51,-9.3,18.234,0.50311,501.2,4.686,70.046,1.85,1.75,1.75
2005,2,40,7,12.701,11.172,124.72,256.09,-9.32,18.657,0.51394,501.35,5.1805,70.981,1.85,1.75,1.75
2005,2,40,8,242.5,112.2,123.72,257.7,-8.475,20.708,0.61493,501.65,4.681,78.086,1.85,1.75,1.75
2005,2,40,9,570.95,256.25,127.93,266.76,-7.215,22.028,0.7307,502.05,5.4895,83.395,1.85,1.75,1.75
2005,2,40,10,855,389.15,134.11,276.59,-6.608,27.047,0.94461,502.25,6.0265,80.488,1.85,1.75,1.75
2005,2,40,11,1084,528.75,148.75,292.44,-6.2875,50.612,1.8233,502.5,4.891,101.95,1.85,1.75,1.75
2005,2,40,12,923.4,492.2,240.95,305.13,-6.7105,92.515,3.195,502.55,4.1745,138.26,1.85,1.75,1.75
2005,2,40,13,483.5,286.85,284.12,300.82,-6.9,100,3.4055,502.3,3.5,165.57,1.85,1.75,1.75
2005,2,40,14,870.5,482,269.56,310.32,-6.128,100,3.6437,502,3.62,157.98,1.85,1.75,1.75
2005,2,40,15,789.5,453.4,283.75,311.28,-4.667,98.84,4.0795,501.75,2.867,165.24,1.85,1.75,1.75
2005,2,40,16,774.5,428.5,187.74,310.65,-5.7245,96.091,3.6239,501.75,2.0635,118.9,1.85,1.75,1.75
2005,2,40,17,641.15,398.4,168.2,303.72,-6.887,84.753,2.9021,501.65,2.681,122.42,1.85,1.75,1.75
2005,2,40,18,383.05,310.25,135.32,291.49,-6.7805,53.823,1.8542,501.65,3.4515,98.77,1.85,1.75,1.75
2005,2,40,19,237.21,131.59,123.47,274.11,-7.51,25.19,0.81475,501.7,5.5815,67.394,1.85,1.75,1.75
2005,2,40,20,0,0,125.77,268.32,-8.295,22.418,0.67552,502.15,5.098,54.235,1.85,1.75,1.75
2005,2,40,21,0,0,126.66,266.63,-8.315,22.908,0.68942,502.35,5.794,62.174,1.85,1.75,1.75
2005,2,40,22,0,0,125.85,264.38,-8.705,23.944,0.69634,502.85,5.6585,81.451,1.85,1.75,1.75
2005,2,40,23,0,0,126.19,262.27,-9.215,22.87,0.63581,502.85,5.9545,65.661,1.85,1.75,1.75
2005,2,40,0,0,0,126.1,261.5,-9.26,24.084,0.66675,502.65,6.959,61.335,1.85,1.75,1.75
2005,2,41,1,0,0,125.89,260.53,-9.365,26.38,0.72374,502.3,7.7,65.961,1.85,1.75,1.75
2005,2,41,2,0,0,125.34,259.32,-9.78,28.564,0.75518,501.8,7.1535,69.184,1.85,1.75,1.75
2005,2,41,3,0,0,123.91,258.23,-10.035,30.055,0.77695,501.25,7.76,68.15,1.85,1.75,1.75
2005,2,41,4,0,0,123.43,257.85,-9.845,28.623,0.75109,500.95,8.025,67.045,1.85,1.75,1.75
2005,2,41,5,0,0,123.5,257.12,-10.375,32.051,0.80383,500.8,9.105,63.397,1.85,1.75,1.75
2005,2,41,6,0,0,122.69,256.3,-10.405,29.636,0.74113,501.2,8.555,64.846,1.85,1.75,1.75
2005,2,41,7,13.329,10.385,122.26,255.1,-10.355,28.078,0.70525,501.3,9.55,61.618,1.85,1.75,1.75
2005,2,41,8,244.4,108.2,120.72,254.83,-9.49,26.681,0.72381,501.6,10.63,65.929,1.85,1.75,1.75
2005,2,41,9,573.85,243.8,122.91,262.79,-8.61,27.54,0.80771,502.3,9.755,65.201,1.85,1.75,1.75
2005,2,41,10,859.5,361.8,131.38,274.44,-6.969,26.728,0.90613,503.1,6.663,81.609,1.85,1.75,1.75
2005,2,41,11,1075,454.3,144.01,291.95,-6.326,49.987,1.79,503.35,5.45,112.32,1.85,1.75,1.75
2005,2,41,12,1223,531.5,150.42,302.58,-6.03,66.031,2.4256,503.35,5.319,109.92,1.85,1.75,1.75
2005,2,41,13,1143.5,539.25,199.81,311.14,-5.757,85.231,3.2041,503.3,4.215,115.41,1.85,1.75,1.75
2005,2,41,14,1079,519.35,203.01,311.33,-5.6945,83.388,3.1519,503,4.369,122.79,1.85,1.75,1.75
2005,2,41,15,866,432.85,207.25,308.86,-5.8835,82.183,3.0548,502.7,4.113,119.19,1.85,1.75,1.75
2005,2,41,16,770,407.35,209.88,306.98,-6.1735,90.462,3.283,502.55,3.8535,142.43,1.85,1.75,1.75
2005,2,41,17,703.1,412.5,139.17,300.95,-5.9185,57.296,2.1246,502.4,4.484,128.94,1.85,1.75,1.75
2005,2,41,18,397.55,302.1,124.27,290.78,-6.182,40.523,1.4698,502.4,4.7865,99.992,1.85,1.75,1.75
2005,2,41,19,261.84,129.05,121.59,278.39,-6.406,15.825,0.56512,502.35,7.029,79.971,1.85,1.75,1.75
2005,2,41,20,0,0,126.61,271.88,-7.195,10.03,0.33268,502.5,9.17,70.448,1.85,1.75,1.75
2005,2,41,21,0,0,125.63,269.33,-7.405,10.222,0.33314,502.75,8.5,67.031,1.85,1.75,1.75
2005,2,41,22,0,0,126.1,267.46,-7.75,12.256,0.38755,503.1,8.1,75,1.85,1.75,1.75
2005,2,41,23,0,0,126.62,265.62,-8.08,13.663,0.41956,503.1,9.955,73.936,1.85,1.75,1.75
2005,2,41,0,0,0,127.16,265,-7.58,10.558,0.33777,502.75,10.115,61.865,1.85,1.75,1.75
2005,2,42,1,0,0,126.99,264.24,-7.5,8.6626,0.27999,502.45,9.855,56.196,1.85,1.75,1.75
2005,2,42,2,0,0,127.52,263.34,-7.525,8.1256,0.26206,501.95,8.545,52.622,1.85,1.75,1.75
2005,2,42,3,0,0,127.84,262.68,-7.605,8.338,0.26704,501.75,5.908,66.915,1.85,1.75,1.75
2005,2,42,4,0,0,128.4,263.63,-6.845,7.3461,0.25106,501.65,8.49,47.626,1.85,1.75,1.75
2005,2,42,5,0,0,129.01,263.23,-6.7065,7.537,0.26099,501.6,9.515,58.437,1.85,1.75,1.75
2005,2,42,6,0,0,129.54,262.82,-6.883,7.6985,0.2625,501.55,10.36,58.518,1.85,1.75,1.75
2005,2,42,7,12.868,9.7745,129.25,261.39,-7.0295,7.779,0.26189,501.5,10.73,56.941,1.85,1.75,1.75
2005,2,42,8,240.15,96.36,126.63,260.25,-6.409,7.7894,0.27702,501.75,11.575,56.614,1.85,1.75,1.75
2005,2,42,9,568.85,212.25,126.36,266.74,-5.9895,8.4449,0.31121,501.95,12.885,59.273,1.85,1.75,1.75
2005,2,42,10,858,312.65,134.98,273.6,-5.775,9.6747,0.36327,502.2,12.105,57.919,1.85,1.75,1.75
2005,2,42,11,1079,396.95,143.89,280.12,-5.06,9.8186,0.39194,502.35,11.88,56.363,1.85,1.75,1.75
2005,2,42,12,1228,464.7,149.43,287.35,-4.4725,10.532,0.44222,502.25,11.465,63.832,1.85,1.75,1.75
2005,2,42,13,1292,498.4,152.24,293.84,-4.1255,11.751,0.508,502.25,10.315,75.177,1.85,1.75,1.75
2005,2,42,14,1269.5,502.45,152.94,297.85,-3.7725,12.924,0.5755,501.9,9.445,63.08,1.85,1.75,1.75
2005,2,42,15,1163.5,487,150.21,297.63,-3.6,12.723,0.57515,501.7,8.56,73.39,1.85,1.75,1.75
2005,2,42,16,980,446.45,144.72,292.99,-3.998,11.197,0.48926,501.5,9.52,70.667,1.85,1.75,1.75
2005,2,42,17,720.5,370.7,139.17,286.14,-4.686,10.765,0.44371,501.15,9.915,79.508,1.85,1.75,1.75
2005,2,42,18,406.3,260.2,133.89,279.31,-5.487,9.6912,0.37299,501.15,10.31,85.533,1.85,1.75,1.75
2005,2,42,19,248.04,104.16,133.46,271.98,-6.4365,9.2214,0.32689,501.05,12.925,48.806,1.85,1.75,1.75
2005,2,42,20,0,0,137.25,268.96,-6.8855,8.8411,0.30147,501.05,14.545,57.629,1.85,1.75,1.75
2005,2,42,21,0,0,138.47,267.24,-7.0065,8.5986,0.29013,501,15.86,50.13,1.85,1.75,1.75
2005,2,42,22,0,0,140.37,266.38,-7.074,8.5818,0.28786,501.25,16.195,50.375,1.85,1.75,1.75
2005,2,42,23,0,0,142.25,265.33,-7.3,8.7486,0.28775,501.45,15.24,50.002,1.85,1.75,1.75
2005,2,42,0,0,0,141.05,264.24,-7.71,9.9997,0.3167,501.85,12.285,67.5,1.85,1.75,1.75
2005,2,43,1,0,0,139.85,263.57,-8.02,11.42,0.3527,501.7,10.495,48.296,1.85,1.75,1.75
2005,2,43,2,0,0,139.51,263.51,-7.495,8.9935,0.28991,501.2,9.99,55.323,1.85,1.75,1.75
2005,2,43,3,0,0,138.8,262.77,-7.71,9.3998,0.2983,500.85,8.605,59.013,1.85,1.75,1.75
2005,2,43,4,0,0,139.77,262.03,-7.855,10.06,0.31371,500.55,9.09,49.338,1.85,1.75,1.75
2005,2,43,5,0,0,139.06,261.48,-7.765,8.758,0.27641,500.65,11.535,51.704,1.85,1.75,1.75
2005,2,43,6,0,0,139.18,261.53,-7.395,7.9519,0.25929,501.1,11.125,51.6,1.85,1.75,1.75
2005,2,43,7,15.293,9.6325,138.03,260.87,-7.13,7.4116,0.24739,501.45,10.72,50.474,1.85,1.75,1.75
2005,2,43,8,229.15,80.89,136.36,260.47,-6.3685,7.5731,0.27015,501.7,11.1,49.97,1.85,1.75,1.75
2005,2,43,9,554.15,177.05,135.42,267.51,-5.833,8.4795,0.31681,502.1,11.775,56.816,1.85,1.75,1.75
2005,2,43,10,837.5,259.9,139.84,275.97,-5.104,9.461,0.37644,502.6,9.685,69.115,1.85,1.75,1.75
2005,2,43,11,1071.5,334.3,145.22,287.36,-3.741,10.764,0.48057,502.8,9.08,80.292,1.85,1.75,1.75
2005,2,43,12,1226.5,396.7,148.74,295.2,-3.8185,12.28,0.5445,502.5,9.43,86.471,1.85,1.75,1.75
2005,2,43,13,1301,436.05,151.06,300.16,-4.288,16.599,0.70656,502.1,9.34,84.972,1.85,1.75,1.75
2005,2,43,14,1272,438.55,151.08,302.98,-4.6025,20.833,0.86355,501.8,8.335,90.599,1.85,1.75,1.75
2005,2,43,15,1166,423.9,147.76,304.55,-4.542,24.947,1.0406,501.75,7.755,112.21,1.85,1.75,1.75
2005,2,43,16,955,377.7,144.76,302.81,-4.5585,28.239,1.1699,501.75,6.533,109.75,1.85,1.75,1.75
2005,2,43,17,688.65,308.4,139.5,298.72,-5.678,30.589,1.1573,501.7,6.206,106.32,1.85,1.75,1.75
2005,2,43,18,381.35,219.7,133.49,294.26,-6.22,37.372,1.356,501.55,5.325,118.18,1.85,1.75,1.75
2005,2,43,19,76.89,69.1,128.87,282.65,-7.73,30.943,0.98085,501.5,6.061,97.05,1.85,1.75,1.75
2005,2,43,20,0,0,132.18,276.4,-8.77,47.333,1.3687,501.65,5.934,93.248,1.85,1.75,1.75
2005,2,43,21,0,0,133.76,273.13,-7.94,24.285,0.74471,501.85,7.0115,92.789,1.85,1.75,1.75
2005,2,43,22,0,0,135.86,270.2,-7.31,8.7502,0.28758,502.1,7.535,88.094,1.85,1.75,1.75
2005,2,43,23,0,0,133.95,267.9,-7.595,10.834,0.34696,502.15,7.775,96.976,1.85,1.75,1.75
2005,2,43,0,0,0,132.3,266.66,-7.805,15.222,0.47811,502.35,6.7975,109.92,1.85,1.75,1.75
2005,2,44,1,0,0,133.94,265.63,-8.13,20.628,0.6308,502.05,7.004,112.75,1.85,1.75,1.75
2005,2,44,2,0,0,134.47,265.01,-7.895,21.046,0.6537,501.35,7.36,102.91,1.85,1.75,1.75
2005,2,44,3,0,0,136.13,265.38,-8.71,40.343,1.1731,500.95,5.9445,88.923,1.85,1.75,1.75
2005,2,44,4,0,0,136.25,264.37,-9.2,47.541,1.3226,500.8,5.35,93.082,1.85,1.75,1.75
2005,2,44,5,0,0,136.64,264.01,-9.365,54.733,1.5016,500.7,6.9205,102.55,1.85,1.75,1.75
2005,2,44,6,0,0,131.62,263.09,-9.16,47.062,1.3148,500.85,7.43,95.725,1.85,1.75,1.75
2005,2,44,7,14.544,9.3705,132.04,261.75,-8.905,40.612,1.1597,501.1,8.14,110.95,1.85,1.75,1.75
2005,2,44,8,221.55,77.79,130.53,262.31,-7.975,36.288,1.1257,501.5,8.175,112.28,1.85,1.75,1.75
2005,2,44,9,558.1,179.3,135.97,270.42,-7.545,40.442,1.3021,501.85,8.43,111.9,1.85,1.75,1.75
2005,2,44,10,834,266.95,144.88,281.5,-7.006,45.152,1.5238,502.05,8.485,116.6,1.85,1.75,1.75
2005,2,44,11,1030.5,331.85,151.47,291.64,-6.7225,48.073,1.6622,502,8.06,112.65,1.85,1.75,1.75
2005,2,44,12,1222.5,407.25,154.37,301.37,-6.0285,51.848,1.9073,501.8,7.68,109.51,1.85,1.75,1.75
2005,2,44,13,1286,439.4,163.47,306.93,-5.5065,65.322,2.5089,501.55,7.525,113.95,1.85,1.75,1.75
2005,2,44,14,1168.5,428.6,195.32,309.26,-5.6385,80.611,3.0616,501.2,5.7665,115.43,1.85,1.75,1.75
2005,2,44,15,1068.5,408.05,180.04,308.1,-6.0105,79.626,2.9233,500.95,5.413,115.69,1.85,1.75,1.75
2005,2,44,16,867,358,194.67,305.95,-6.5695,84.951,2.9787,500.8,5.6295,127.3,1.85,1.75,1.75
2005,2,44,17,655.55,315.35,179.39,302.69,-6.292,79.7,2.8563,500.8,6.0265,109.76,1.85,1.75,1.75
2005,2,44,18,379.05,225.1,129.77,290.71,-6.6925,33.321,1.158,500.85,6.9135,100.47,1.85,1.75,1.75
2005,2,44,19,79.22,74.945,124.98,279.38,-7.49,25.111,0.81428,500.7,8.285,87.207,1.85,1.75,1.75
2005,2,44,20,0,0,126.55,271.47,-7.775,19.313,0.60824,500.55,11.845,70.55,1.85,1.75,1.75
2005,2,44,21,0,0,126.63,268.48,-7.87,20.62,0.64127,500.75,11.4,63.994,1.85,1.75,1.75
2005,2,44,22,0,0,128.28,266.74,-8.44,27.488,0.8178,501,11.305,57.844,1.85,1.75,1.75
2005,2,44,23,0,0,130.46,265.04,-8.84,31.411,0.90212,500.9,11.74,57.376,1.85,1.75,1.75
2005,2,44,0,0,0,131.02,263.76,-9.515,38.834,1.0494,500.7,11.97,66.046,1.85,1.75,1.75
2005,2,45,1,0,0,128.31,262.27,-9.94,42.087,1.0972,500.3,12.54,67.931,1.85,1.75,1.75
2005,2,45,2,0,0,127.91,261.36,-9.485,31.502,0.85387,499.8,12.365,63.162,1.85,1.75,1.75
2005,2,45,3,0,0,129.23,260.23,-9.375,27.747,0.76027,499.2,13.065,59.205,1.85,1.75,1.75
2005,2,45,4,0,0,129.47,258.55,-10.45,35.609,0.88692,498.7,13.955,63.304,1.85,1.75,1.75
2005,2,45,5,0,0,132.24,258.55,-10.075,31.011,0.79879,499.25,11.64,65.624,1.85,1.75,1.75
2005,2,45,6,0,0,132.9,258.18,-9.895,28.692,0.751,499.7,10.355,69.143,1.85,1.75,1.75
2005,2,45,7,8.907,7.2175,129.93,258.45,-9.425,29.706,0.81073,499.7,10.93,71.019,1.85,1.75,1.75
2005,2,45,8,229.75,85.315,127.36,259.4,-7.53,23.685,0.76319,500.25,10.51,75.727,1.85,1.75,1.75
2005,2,45,9,567.15,194.4,132.88,267.14,-6.568,24.193,0.84811,500.9,10.1,74.032,1.85,1.75,1.75
2005,2,45,10,846.5,291.8,138.43,275.63,-6.5425,29.305,1.0295,501.2,10.295,76.254,1.85,1.75,1.75
2005,2,45,11,1083.5,389.95,147.8,286.16,-5.0515,28.327,1.1314,501.45,9.785,78.685,1.85,1.75,1.75
2005,2,45,12,1235,455.65,152.64,295.91,-4.3425,27.684,1.1748,501.6,9.66,89.781,1.85,1.75,1.75
2005,2,45,13,1305.5,489,159.74,304.84,-4.6175,39.243,1.6242,501.65,8.185,103.33,1.85,1.75,1.75
2005,2,45,14,1273,488.7,159.42,305.8,-4.707,41.855,1.7216,501.2,7.925,98.786,1.85,1.75,1.75
2005,2,45,15,1150,465.85,156.19,304.48,-4.5975,37.297,1.5486,500.95,7.69,96.903,1.85,1.75,1.75
2005,2,45,16,978.5,428.85,148.66,299.61,-4.5985,29.405,1.2215,500.75,8.215,88.946,1.85,1.75,1.75
2005,2,45,17,716.55,360.8,138.94,293.09,-5.438,30.424,1.1753,500.55,8.46,78.091,1.85,1.75,1.75
2005,2,45,18,405.55,257.35,133.82,284.48,-5.5095,26.586,1.0208,500.6,10.18,69.975,1.85,1.75,1.75
2005,2,45,19,229.16,92.89,131.06,275.73,-6.2095,26.438,0.95535,500.45,12.785,63.899,1.85,1.75,1.75
2005,2,45,20,0,0,133.6,271.63,-6.6255,25.271,0.88136,500.45,14.78,64.711,1.85,1.75,1.75
2005,2,45,21,0,0,134.4,269.48,-7.12,27.988,0.93497,500.35,16.36,65.933,1.85,1.75,1.75
2005,2,45,22,0,0,135.94,268.03,-7.186,28.408,0.94266,500.3,17.91,67.901,1.85,1.75,1.75
2005,2,45,23,0,0,138.29,267.7,-7.1505,27.662,0.91922,500.65,17.09,66.013,1.85,1.75,1.75
2005,2,45,0,0,0,135.28,266.64,-7.225,25.571,0.84656,500.9,15.735,64.606,1.85,1.75,1.75
2005,2,46,1,0,0,134.19,264.77,-7.76,24.533,0.77522,500.95,14.805,70.136,1.85,1.75,1.75
2005,2,46,2,0,0,134.78,263.17,-8.295,25.891,0.77988,500.7,14.615,71.425,1.85,1.75,1.75
2005,2,46,3,0,0,135.44,262.64,-8.845,33.002,0.94744,500.2,15.215,68.748,1.85,1.75,1.75
2005,2,46,4,0,0,136.27,261.78,-9.24,37.874,1.0491,499.95,15.66,69.028,1.85,1.75,1.75
2005,2,46,5,0,0,135.82,261.81,-10.51,68.17,1.6849,499.6,15.81,53.763,1.85,1.75,1.75
2005,2,46,6,0,0,137.64,263.01,-10.25,69.737,1.7661,499.5,16.875,50.016,1.85,1.75,1.75
2005,2,46,7,12.368,8.4605,138.19,262.12,-9.595,54.597,1.465,499.6,16.64,49.618,1.85,1.75,1.75
2005,2,46,8,229.7,85.625,136.88,261.33,-8.43,45.181,1.3462,499.9,17.02,49.098,1.85,1.75,1.75
2005,2,46,9,558.6,198.25,137.8,268.73,-7.495,41.045,1.3273,500.35,16.76,51.127,1.85,1.75,1.75
2005,2,46,10,841,302.7,148.97,275.76,-7.275,50.553,1.667,500.3,16.72,54.669,1.85,1.75,1.75
2005,2,46,11,1082.5,394.75,157.44,282.64,-7.3245,67.6,2.2162,500.55,16.27,51.346,1.85,1.75,1.75
2005,2,46,12,1241.5,467.05,159.75,291.59,-5.9495,61.74,2.2812,500.95,13.825,53.343,1.85,1.75,1.75
2005,2,46,13,1271,492.25,172.03,298.1,-6.534,76.212,2.6777,500.85,11.505,81.01,1.85,1.75,1.75
2005,2,46,14,1246,495.9,184.66,300.33,-6.487,75.333,2.659,500.75,11.235,53.689,1.85,1.75,1.75
2005,2,46,15,1075.5,452.2,203.36,299.89,-7.41,96.117,3.1291,500.45,9.925,53.529,1.85,1.75,1.75
2005,2,46,16,764.5,340.05,212.29,294.49,-8.09,95.651,2.9343,500.4,10.615,62.149,1.85,1.75,1.75
2005,2,46,17,413.95,190.75,180.69,286.88,-6.5665,48.233,1.6906,500.45,10.79,76.408,1.85,1.75,1.75
2005,2,46,18,222.8,103.55,183.24,280.18,-6.271,29.949,1.0762,500.45,11.15,71.348,1.85,1.75,1.75
2005,2,46,19,45.665,23.232,176.42,275.2,-6.611,25.698,0.89734,500.7,11.335,74.411,1.85,1.75,1.75
2005,2,46,20,0,0,171.29,271.63,-7.0235,26.392,0.88763,500.75,12.025,69.709,1.85,1.75,1.75
2005,2,46,21,0,0,187.66,271.51,-7.0005,28.584,0.9653,500.8,15.27,68.667,1.85,1.75,1.75
2005,2,46,22,0,0,192.02,270.96,-7.0555,29.929,1.0033,500.9,15.39,63.773,1.85,1.75,1.75
2005,2,46,23,0,0,169.78,270.48,-6.1655,21.888,0.79387,501.25,15.885,65.503,1.85,1.75,1.75
2005,2,46,0,0,0,172.47,270.49,-5.9185,21.982,0.81495,501.15,16.89,71.144,1.85,1.75,1.75
2005,2,47,1,0,0,191.13,270.19,-7.417,41.07,1.2965,500.55,16.075,60.353,1.85,1.75,1.75
2005,2,47,2,0,0,170.29,268.74,-8.985,61.127,1.7345,500.3,14.985,53.048,1.85,1.75,1.75
2005,2,47,3,0,0,160.16,270.13,-8.795,75.776,2.1864,500,14.195,53.574,1.85,1.75,1.75
2005,2,47,4,0,0,162.44,269.62,-8.125,55.504,1.6612,500.05,13.26,56.926,1.85,1.75,1.75
2005,2,47,5,0,0,167.28,266.11,-7.51,22.605,0.72729,500.2,13.295,56.44,1.85,1.75,1.75
2005,2,47,6,0,0,163.99,265.23,-7.415,21.024,0.68352,500.6,13.025,61.602,1.85,1.75,1.75
2005,2,47,7,9.952,5.875,161.7,264.12,-7.4,16.682,0.54392,500.65,14.39,60.218,1.85,1.75,1.75
2005,2,47,8,134.25,56.38,174.79,265.44,-6.977,18.269,0.61773,500.8,15.205,64.202,1.85,1.75,1.75
2005,2,47,9,445.25,166.7,163.11,269.34,-5.9935,17.805,0.65665,501.25,14.75,61.747,1.85,1.75,1.75
2005,2,47,10,734,270.35,175.83,275.38,-5.5225,19.767,0.75793,501.2,15.92,60.395,1.85,1.75,1.75
2005,2,47,11,1004.5,376.15,177.7,281.41,-5.1985,24.742,0.97642,501.45,15.24,54.495,1.85,1.75,1.75
2005,2,47,12,1138,433.05,177.96,286.69,-4.879,24.59,0.99628,501.5,14.835,55.91,1.85,1.75,1.75
2005,2,47,13,1280.5,488.35,175.07,292.45,-5.181,29.277,1.1567,501.4,13.96,57.116,1.85,1.75,1.75
2005,2,47,14,1205.5,474.85,167.85,294.11,-5.449,31.354,1.2102,501.25,13.38,65.784,1.85,1.75,1.75
2005,2,47,15,1169,480,163.57,295.01,-5.169,30.789,1.2174,501.05,13.03,67.187,1.85,1.75,1.75
2005,2,47,16,964,424.85,155.91,291.8,-5.149,27.849,1.1029,501,12.68,63.694,1.85,1.75,1.75
2005,2,47,17,727.8,359.45,150.17,287.07,-5.3245,26.589,1.0379,500.95,12.36,61.955,1.85,1.75,1.75
2005,2,47,18,397.35,246.65,143.88,282.43,-5.875,36.974,1.3756,501.15,11.88,64.867,1.85,1.75,1.75
2005,2,47,19,55.345,46.565,146.45,276.45,-6.572,40.28,1.4112,501.3,12.3,64.174,1.85,1.75,1.75
2005,2,47,20,0,0,150.85,274.35,-7.08,46.489,1.5586,501.55,11.375,61.964,1.85,1.75,1.75
2005,2,47,21,0,0,153.2,273.47,-7.075,42.568,1.4273,501.85,10.935,66.692,1.85,1.75,1.75
2005,2,47,22,0,0,155.7,271.71,-7.0405,36.771,1.2371,502.1,10.005,59.029,1.85,1.75,1.75
2005,2,47,23,0,0,151.94,269.85,-7.745,42.005,1.3273,502.2,10.025,53.815,1.85,1.75,1.75
2005,2,47,0,0,0,146.88,268.73,-7.935,43.443,1.3519,502,10.135,54.609,1.85,1.75,1.75
2005,2,48,1,0,0,146.46,269.58,-7.395,44.809,1.4624,501.5,12.005,64.416,1.85,1.75,1.75
2005,2,48,2,0,0,142.88,267.19,-8.245,44.713,1.3539,501.1,11.335,53.731,1.85,1.75,1.75
2005,2,48,3,0,0,141.25,266.32,-8.59,50.732,1.4903,500.95,10.01,49.043,1.85,1.75,1.75
2005,2,48,4,0,0,140.38,265.13,-8.97,51.892,1.4743,500.9,9.325,50.258,1.85,1.75,1.75
2005,2,48,5,0,0,141.17,264.84,-9.045,54.67,1.5423,501,8.505,50.536,1.85,1.75,1.75
2005,2,48,6,0,0,142.05,265.4,-9.215,65.863,1.8293,501.3,8.235,47.846,1.85,1.75,1.75
2005,2,48,7,13.816,9.1825,143.08,265.74,-9.49,80.291,2.1784,501.45,9.065,50.195,1.85,1.75,1.75
2005,2,48,8,226.05,80,140.7,264.89,-8.45,64.876,1.9274,501.7,8.97,52.653,1.85,1.75,1.75
2005,2,48,9,541.95,181.8,140.57,273,-7.395,61.366,2.0026,502.2,8.39,56.462,1.85,1.75,1.75
2005,2,48,10,851.5,289.9,147.83,281.77,-6.7665,60.852,2.0961,502.55,7.75,57.314,1.85,1.75,1.75
2005,2,48,11,1083,379.55,155.45,289.54,-5.969,58.088,2.1413,502.35,8.835,54.934,1.85,1.75,1.75
2005,2,48,12,1233.5,442.25,160.12,296.86,-5.3485,52.198,2.0323,502.2,9.1,58.348,1.85,1.75,1.75
2005,2,48,13,1304,470.3,162.55,302.43,-5.1625,52.02,2.0562,502.05,8.62,61.653,1.85,1.75,1.75
2005,2,48,14,1281,478,163.26,305.58,-5.278,56.378,2.2088,501.75,7.197,61.84,1.85,1.75,1.75
2005,2,48,15,1166,457.95,162.05,306.74,-4.997,54.263,2.1787,501.45,5.5805,69.094,1.85,1.75,1.75
2005,2,48,16,974,412,155.41,305.27,-4.5725,48.967,2.0372,501.25,4.651,76.314,1.85,1.75,1.75
2005,2,48,17,715.4,348.05,147.1,299.85,-4.915,40.737,1.6479,501.25,5.108,61.089,1.85,1.75,1.75
2005,2,48,18,384.9,243.8,139.93,291.44,-5.7475,34.916,1.3131,501.5,5.4365,52.734,1.85,1.75,1.75
2005,2,48,19,251.04,99.09,135.9,281.8,-7.2705,37.525,1.2376,501.75,6.4475,56.285,1.85,1.75,1.75
2005,2,48,20,0,0,139.11,276.66,-7.97,38.645,1.1988,502.1,3.689,55.388,1.85,1.75,1.75
2005,2,48,21,0,0,139.07,277.15,-6.0305,26.388,0.96687,502.5,2.521,58.621,1.85,1.75,1.75
2005,2,48,22,0,0,138.35,275.64,-6.247,32.319,1.1644,502.75,3.447,44.734,1.85,1.75,1.75
2005,2,48,23,0,0,137.5,274.11,-6.615,37.818,1.3208,502.8,3.614,48.855,1.85,1.75,1.75
2005,2,48,0,0,0,136.03,270.99,-7.995,43.676,1.3517,502.7,2.9605,77.378,1.85,1.75,1.75
2005,2,49,1,0,0,137.54,269.47,-8.185,42.386,1.2901,502.45,3.727,71.035,1.85,1.75,1.75
2005,2,49,2,0,0,134.83,267.62,-8.64,43.888,1.2839,501.9,2.4665,136.78,1.85,1.75,1.75
2005,2,49,3,0,0,134.25,267.2,-9.045,61.983,1.7486,501.6,2.3915,125.53,1.85,1.75,1.75
2005,2,49,4,0,0,134.34,266.64,-8.55,52.894,1.5558,501.45,3.0175,96.235,1.85,1.75,1.75
2005,2,49,5,0,0,133.94,266.46,-7.735,40.133,1.2673,501.4,4.0115,86.101,1.85,1.75,1.75
2005,2,49,6,0,0,132.85,265.19,-6.9495,28.26,0.95714,501.65,2.5825,91.231,1.85,1.75,1.75
2005,2,49,7,29.417,11.976,132.51,263.28,-6.443,23.115,0.81908,502.05,1.255,172.39,1.85,1.75,1.75
2005,2,49,8,214,79.42,130.63,263.96,-6.2645,31.473,1.13,502.35,3.026,35.406,1.85,1.75,1.75
2005,2,49,9,518,182.85,134.95,277.51,-5.122,38.02,1.5044,502.7,2.497,84.595,1.85,1.75,1.75
2005,2,49,10,835.5,278.3,148.51,291.38,-3.263,30.628,1.4242,503.05,1.7995,91.748,1.85,1.75,1.75
2005,2,49,11,1063.5,373.15,164.85,307.02,-2.7305,46.891,2.2818,503.1,2.58,135.11,1.85,1.75,1.75
