date,sin,sout,albedo,lin,lout,rh,t,u,wd,p,zu,zt,rho,q,teq,ts,qs,zq
2019-04-08,199.51947916666666,148.89072916666666,,230.03375000000003,298.60625,0.6327843750000001,273.76656249999996,2.454375,,574.589779836254,2.0,2.0,0.4225679745468082,0.004372618900544411,284.5848635794828,269.99028875479985,0.005226341225723072,2.0
2019-04-09,203.28322916666664,149.0253125,,218.3496875,290.8571875,0.39472916666666663,274.29479166666664,2.0873958333333333,,574.589779836254,2.0,2.0,0.4078021708047581,0.002993052120881704,281.69317666476337,268.0313569289516,0.004609320345563693,2.0
2019-04-10,156.33791666666667,121.125625,,257.72947916666664,303.7653125,0.6248406249999999,274.6610416666667,1.4928125,,574.589779836254,2.0,2.0,0.3997148844374363,0.004584411472787898,285.9958814210443,271.202502781652,0.005683769712111926,2.0
2019-04-11,215.3345833333333,155.3659375,,260.758125,304.0316666666667,0.60405,274.1298958333333,2.0461458333333336,,574.589779836254,2.0,2.0,0.41430079296917605,0.004254101551918592,284.6560557158503,271.1355818216551,0.005675380999681432,2.0
2019-04-12,98.82510416666668,79.19572916666667,,292.2809375,311.29114583333336,0.8632958333333334,273.03385416666663,1.8815625,,574.589779836254,2.0,2.0,0.44134197238870226,0.005623924251825026,286.9506763973416,272.9126559358175,0.006492813436320344,2.0
2019-04-13,173.59697916666667,126.59114583333333,,254.91104166666665,304.34583333333336,0.6451187500000001,274.1964583333333,2.1533333333333333,,574.589779836254,2.0,2.0,0.4120637372861546,0.004538671665514341,285.4244249100212,271.3860739911761,0.005795489361840703,2.0
2019-04-14,190.0959375,136.89364583333335,,236.83333333333334,295.11885416666667,0.5087541666666667,274.40489583333334,1.9754166666666666,,574.589779836254,2.0,2.0,0.4061703326496964,0.0037977366628392365,283.79303677088376,268.95738270037026,0.004914846558015489,2.0
2019-04-15,143.84208333333333,110.51260416666666,,255.74177083333333,300.0960416666667,0.7169249999999999,273.8242708333333,1.6835416666666667,,574.589779836254,2.0,2.0,0.421122765563094,0.0050232625054464405,286.2442465678876,270.3264155744447,0.005363980688061923,2.0
2019-04-16,118.43739583333333,94.59229166666667,,292.6253125,309.86072916666666,0.9275072916666667,273.46874999999994,1.3476041666666667,,574.589779836254,2.0,2.0,0.4303296328013258,0.006290516426893394,289.01747387055826,272.5396924642399,0.006318959644617163,2.0
2019-04-17,142.60635416666665,99.08708333333334,,279.148125,308.6222916666667,0.8814989583333334,274.24916666666667,1.2133333333333334,,574.589779836254,2.0,2.0,0.40974653165051594,0.00631827928807491,289.85086742194466,272.27055847535706,0.006173446378859332,2.0
2019-04-18,239.4278125,151.84447916666667,,249.59822916666667,303.6178125,0.5704510416666667,275.5698958333333,2.0703125,,574.589779836254,2.0,2.0,0.37593964704593846,0.004562541286587251,286.83389975019855,270.90586678893106,0.0055844401534182525,2.0
2019-04-19,142.179375,101.47666666666667,,263.2127083333333,306.773125,0.7086197916666667,275.3277083333333,1.7660416666666665,,574.589779836254,2.0,2.0,0.3836243907119919,0.005491630404224065,288.88575708145544,271.8007813269298,0.005956354072958504,2.0
