date,sample,cal day,time (UT),total time,u,wd,umax,sin,sout,lin,lout,net rad,t,rh_i,rh,tw,p,h,zu,zt,rho,q,teq,ts,qs,zq
2007-07-01,24.5,181.97916666666666,12.25,182.48958333333334,3.4766666666666666,171.5633333333333,4.073541666666666,256.943125,80.045,295.53770833333334,316.554375,155.50145833333332,282.2310416666666,64.07083333333334,0.6407083333333333,5.734375,777.3020833333334,-2.5052083333333335,3.5,3.5,0.4148863042435949,0.005760108604607035,296.3552917998059,273.15,0.0048915856239469405,3.5
2007-07-02,72.5,182.97916666666666,12.25,183.48958333333334,2.1435416666666667,168.29291666666668,2.71625,43.818125,14.883333333333333,311.4529166666667,320.32645833333333,19.668333333333333,277.79541666666665,89.00416666666666,0.8900416666666667,3.797083333333333,773.4145833333333,-2.569375,3.5,3.5,0.5647254272794363,0.0061356029126564465,292.8956277128256,273.15,0.004916164851052257,3.5
2007-07-03,120.5,183.97916666666666,12.25,184.49,2.7539583333333333,166.1175,3.7920833333333337,193.76895833333333,65.54020833333333,297.2716666666667,317.56458333333336,107.33604166666667,280.0516666666667,73.04854166666667,0.7304854166666667,4.573333333333333,771.5354166666666,-2.583125,3.5,3.5,0.4868399367707356,0.005795715124326387,294.2898901798671,273.15,0.004928155404043956,3.5
2007-07-04,168.5,184.97916666666666,12.25,185.48979166666666,4.545416666666667,93.80395833333334,5.560833333333334,200.9,69.419375,282.97625,315.2241666666667,98.73104166666667,276.73541666666665,68.89104166666667,0.6889104166666667,1.3570833333333334,769.0187500000001,-2.6341666666666668,3.5,3.5,0.5909215340870976,0.004440956793884509,287.69043485199376,273.1196345225906,0.004932121072330724,3.5
2007-07-05,216.5,185.97916666666666,12.25,186.49,2.6166666666666667,147.13104166666668,3.1970833333333335,172.54458333333332,71.42999999999999,265.15000000000003,312.36708333333337,52.92520833333333,276.01854166666664,61.02354166666667,0.6102354166666667,0.149375,774.4479166666666,-2.6508333333333334,3.5,3.5,0.618335422616984,0.003678463533914322,285.10824997331866,273.0973630893723,0.0048886222753477685,3.5
2007-07-06,264.5,186.97916666666666,12.25,187.48979166666666,2.5864583333333333,135.48499999999999,3.560416666666667,185.10354166666664,65.90625,285.22812500000003,314.1564583333333,89.14520833333334,280.3183333333333,58.40687499999999,0.58406875,3.6454166666666663,776.5104166666666,-2.6547916666666667,3.5,3.5,0.47869050353336823,0.004775280762428597,292.0508491674133,273.01400460371025,0.004843935170460227,3.5
2007-07-07,312.5,187.97916666666666,12.25,188.48958333333334,3.7495833333333333,163.53437499999998,4.39125,341.36437500000005,110.28208333333333,248.59124999999997,315.7735416666667,162.97875000000002,283.22937499999995,48.90166666666667,0.48901666666666666,5.357500000000001,778.9020833333334,-2.6943750000000004,3.5,3.5,0.3772058458673088,0.004658554700456117,294.65236407809334,273.15,0.0048815317676252756,3.5
2007-07-08,360.5,188.97916666666666,12.25,189.48979166666666,3.17375,170.14604166666666,3.939375,258.67333333333335,78.424375,288.7129166666667,316.15020833333335,152.24958333333333,283.43354166666666,57.40562499999999,0.57405625,6.253541666666667,779.80625,-2.7547916666666663,3.5,3.5,0.3725920940164819,0.0056358319267270284,297.2359575269384,273.15,0.004875872789914929,3.5
2007-07-09,408.5,189.97916666666666,12.25,190.48979166666666,1.92125,180.41145833333334,2.530625,74.84020833333334,23.647291666666664,330.41854166666667,317.30916666666667,64.08270833333334,277.8825,89.14166666666667,0.8917541666666667,3.829791666666667,773.7520833333333,-2.8285416666666667,3.5,3.5,0.5565239275551067,0.006177481312854859,293.0795207430065,273.15,0.004914047768685879,3.5
2007-07-10,456.5,190.97916666666666,12.25,191.48979166666666,1.7358333333333336,164.63520833333334,2.2929166666666667,209.7385416666667,147.12583333333333,284.16895833333336,312.61625,27.353958333333335,275.139375,67.07645833333333,0.6726520833333334,-0.28875,771.4854166666668,-2.841041666666667,3.5,3.5,0.6370909304714615,0.003727776529550858,284.3605406431097,273.0756116421704,0.00489926965752557,3.5
2007-07-11,504.5,191.97916666666666,12.25,192.49,2.4154166666666668,128.92458333333335,3.185,211.55479166666666,109.28854166666667,288.77500000000003,313.89833333333337,76.76229166666667,276.01708333333335,66.31854166666666,0.6632812499999999,0.45625,773.7833333333333,-2.846041666666667,3.5,3.5,0.6160571973311728,0.003943781250933976,285.76137850017994,273.14395341241374,0.00491140764899397,3.5
2007-07-12,552.5,192.97916666666666,12.25,193.48979166666666,1.9154166666666665,174.466875,2.4616666666666664,276.154375,106.48229166666665,256.57,314.33604166666663,110.92541666666666,278.90541666666667,59.66916666666666,0.5966916666666667,2.4718750000000003,778.025,-2.859375,3.5,3.5,0.5311857001990569,0.004240205939105495,289.3502589881071,273.1329768167099,0.0048802856012346895,3.5
2007-07-13,600.5,193.97916666666666,12.25,194.48979166666666,3.465,175.29,3.786875,291.1429166666667,99.48395833333332,254.73979166666666,314.54395833333336,131.005,282.0102083333333,53.572291666666665,0.5357229166666667,4.722916666666666,781.4354166666667,-2.8902083333333333,3.5,3.5,0.42660455050046237,0.004857836071244136,293.92722808923617,273.15,0.004865706153254052,3.5
2007-07-14,648.5,194.97916666666666,12.25,195.48958333333334,4.643958333333333,176.123125,5.016875,323.8852083333333,95.48520833333333,260.5785416666667,316.20875,172.11395833333333,284.39687499999997,48.841874999999995,0.48841874999999996,6.262708333333333,783.8958333333334,-1.7641666666666669,3.5,3.5,0.3371378647337731,0.005112150070291347,296.91130935259497,273.15,0.004850432596571447,3.5
2007-07-15,696.5,195.97916666666666,12.25,196.48979166666666,4.8289583333333335,176.78083333333333,5.463333333333334,330.32687500000003,91.73416666666667,258.16854166666667,316.05625000000003,180.04666666666665,284.9820833333333,51.28791666666667,0.5128791666666667,6.97375,784.5229166666667,-0.42083333333333334,3.5,3.5,0.31296267441855363,0.005522225740692315,298.4899262492833,273.15,0.004846552864226042,3.5
2007-07-16,744.5,196.97916666666666,12.25,197.48979166666666,5.0320833333333335,181.0275,6.0339583333333335,334.1766666666667,92.88041666666668,249.87416666666664,315.4329166666667,174.99270833333333,285.0108333333333,43.82,0.4382,6.392083333333333,783.8583333333332,-0.37645833333333334,3.5,3.5,0.3081080537882901,0.00462340965310418,296.3295436492619,273.15,0.00485066255152756,3.5
2007-07-17,792.5,197.97916666666666,12.25,198.49,4.956458333333333,177.37625,5.868541666666666,324.8954166666667,89.06958333333334,265.811875,315.9220833333333,185.23833333333334,285.65624999999994,44.482708333333335,0.4448270833333334,6.888541666666666,783.0625,-0.41124999999999995,3.5,3.5,0.28029488129141206,0.004989383882031674,297.85881757218147,273.15,0.004855592099953266,3.5
2007-07-18,840.5,198.97916666666666,12.25,199.48979166666666,4.989166666666667,177.74458333333334,5.863958333333334,321.96250000000003,87.16666666666667,267.5914583333333,316.2597916666667,185.51854166666666,285.9952083333333,46.783125000000005,0.46783125,7.355,782.7520833333333,-0.49062500000000003,3.5,3.5,0.26560160986859876,0.00541298741835354,299.22405485939373,273.15,0.004857517623167775,3.5
2007-07-19,888.5,199.97916666666666,12.25,200.489375,4.147708333333333,178.85270833333334,4.938541666666667,311.49125,84.66541666666667,270.8389583333333,316.42625,180.49770833333332,286.3414583333333,44.32270833333333,0.4432270833333333,7.423541666666666,781.6354166666666,-0.5785416666666666,3.5,3.5,0.2509623905777618,0.005305011563416745,299.30256365515123,273.15,0.0048644576673417235,3.5
2007-07-20,936.5,200.97916666666666,12.25,201.489375,4.562083333333333,175.82729166666664,5.5339583333333335,254.57479166666667,69.13770833333334,275.65208333333334,316.11354166666666,144.30458333333334,285.690625,47.79333333333333,0.4779333333333333,7.221875,780.3583333333332,-0.6629166666666667,3.5,3.5,0.2782437864962339,0.005463412948774375,299.04568256224877,273.15,0.004872417660118683,3.5
2007-07-21,984.5,201.97916666666666,12.25,202.489375,5.004791666666667,181.37729166666668,5.962708333333333,279.4866666666667,76.05479166666667,277.93333333333334,316.1404166666667,164.78229166666668,285.1922916666667,45.302708333333335,0.45302708333333336,6.585,778.1125000000001,-0.7354166666666666,3.5,3.5,0.29747147058616064,0.005006640994646216,297.441591420944,273.15,0.004886492959690303,3.5
2007-07-22,1032.5,202.97916666666666,12.25,203.48916666666665,3.6318750000000004,167.58666666666667,4.7683333333333335,272.0260416666667,76.36875,283.62645833333335,316.2679166666667,162.4575,283.66625,55.63583333333333,0.5563583333333334,6.270833333333333,774.96875,-0.8202083333333333,3.5,3.5,0.3586329507809367,0.005547131462319233,297.25161891040574,273.15,0.004906304074523659,3.5
2007-07-23,1080.5,203.97916666666666,12.25,204.48958333333334,6.501874999999999,174.80020833333333,8.227708333333334,318.8975,88.70354166666668,288.5602083333333,,199.73749999999998,283.701875,52.99666666666667,0.5299666666666667,6.053541666666667,772.3708333333334,-0.9093749999999999,3.5,3.5,0.3538282714194207,0.0053478919893014875,296.80045296752917,,,3.5
2007-07-24,1128.5,204.97916666666666,12.25,205.48916666666665,2.7375000000000003,156.49416666666667,3.6777083333333334,113.07625,33.43666666666667,316.080625,321.5725,73.88312499999999,280.66124999999994,72.18833333333333,0.7218833333333333,5.102083333333334,771.8333333333334,-1.0129166666666667,3.5,3.5,0.4692409052472098,0.005995887758741151,295.3804537934845,273.15,0.004926294311520551,3.5
2007-07-25,1176.5,205.97916666666666,12.25,206.48958333333334,3.153541666666667,182.42270833333336,3.5233333333333334,318.8875,104.84979166666666,249.78937499999998,315.62083333333334,147.57416666666666,281.42125,55.51583333333334,0.5551583333333333,4.328333333333333,777.8249999999999,-1.0566666666666666,3.5,3.5,0.4446128237553511,0.004729483263219909,293.0366892143271,273.15,0.004888288720967659,3.5
2007-07-26,1224.5,206.97916666666666,12.25,207.489375,4.1033333333333335,175.73604166666667,4.469791666666667,282.6425,90.30416666666667,260.5183333333333,316.1041666666667,135.92041666666668,282.775625,58.78187500000001,0.58781875,5.807291666666667,778.85,-1.1122916666666667,3.5,3.5,0.3976900878884917,0.005596940025419499,296.491477595321,273.15,0.004881854087493276,3.5
2007-07-27,1272.5,207.97916666666666,12.25,208.489375,4.3687499999999995,177.83375,4.975416666666667,287.349375,84.6125,269.18,316.0202083333333,155.23020833333334,284.27979166666665,54.46854166666666,0.5446854166666667,6.665208333333333,779.7854166666666,-1.19,3.5,3.5,0.33728060886859706,0.005652336780751406,298.1131705403704,273.15,0.004875999699404186,3.5
2007-07-28,1320.5,208.97916666666666,12.25,209.48916666666665,3.3920833333333333,180.07104166666667,4.0008333333333335,217.09979166666668,61.209583333333335,291.05291666666665,316.6475,129.79375000000002,283.63124999999997,60.852291666666666,0.6085229166666667,6.749583333333334,780.1125000000001,-1.2585416666666667,3.5,3.5,0.36650881070354285,0.0061148390495506895,298.5984383668892,273.15,0.004873954319786523,3.5
2007-07-29,1368.5,209.97916666666666,12.25,210.48958333333334,3.0875,174.45583333333335,3.856666666666667,236.066875,69.0325,273.82458333333335,315.74062499999997,124.45979166666666,282.9547916666666,56.643125,0.56643125,5.733958333333334,777.5041666666666,-1.335416666666667,3.5,3.5,0.38779091239945457,0.005403863492002024,296.1991127228092,273.15,0.004890329744452827,3.5
2007-07-30,1416.5,210.97916666666666,12.25,211.48916666666665,3.0227083333333336,97.605,3.953333333333333,303.93375,91.08541666666667,266.383125,315.06458333333336,162.91854166666667,279.451875,61.02,0.6102,3.155,774.55625,-1.3741666666666665,3.5,3.5,0.5124892154419993,0.004698693724853324,291.00990878249513,273.124198895082,0.00489867609882524,3.5
2007-07-31,1464.5,211.97916666666666,12.25,212.48958333333334,2.3016666666666667,156.05645833333332,2.9481249999999997,312.45375,105.53249999999998,214.61125,310.0983333333333,109.628125,278.60020833333334,43.90708333333333,0.4390708333333333,1.2195833333333332,775.9770833333333,-1.4127083333333335,3.5,3.5,0.5362533938105815,0.0030057670167387626,286.01526457432414,272.74715407540157,0.004744450944477968,3.5
