date,year,month,dayofyear,hour,sin,sout,lin,lout,t,rh,vp,p,u,wdir,zu,zt,zq,rho,q,teq,ts,qs
2005-02-08,2005.0,2.0,40.0,1.0,0.0,0.0,127.42333333333333,261.45,264.63166666666666,0.19325,0.5661333333333333,502.09999999999997,4.0625,82.46566666666666,1.8500000000000003,1.75,1.75,0.5134183645077661,0.000702691793527657,266.39377361356185,261.90545094340274,0.0028812086010893217
2005-02-09,2005.0,2.0,40.125,11.5,327.8317083333333,178.36299999999997,155.78125,276.6116666666667,265.3709166666667,0.42554833333333336,1.4470716666666668,501.94374999999997,4.9456875,91.21670833333333,1.8500000000000003,1.75,1.75,0.5012189956851959,0.001795163210844398,269.8549235943689,265.45819615909403,0.004264101798449357
2005-02-10,2005.0,2.0,41.125,11.5,383.75287499999996,185.51812500000003,141.28041666666667,276.90541666666667,265.49916666666667,0.363865375,1.2340208333333333,502.31666666666666,7.503,84.64545833333334,1.8500000000000003,1.75,1.75,0.49935686087269016,0.0015295034016098664,269.3212099203457,265.5332359815726,0.0042851476311511726
2005-02-11,2005.0,2.0,42.125,11.5,419.44616666666667,173.41852083333333,137.58166666666668,273.46666666666664,267.0472291666666,0.0973485,0.3611904166666667,501.6354166666667,11.042729166666668,62.51141666666666,1.8500000000000003,1.75,1.75,0.47316792375811145,0.00044859477845299675,268.1689299562541,264.81540891362255,0.003852461007017799
2005-02-12,2005.0,2.0,43.125,11.5,407.2909583333333,147.16135416666665,138.83833333333334,277.63958333333335,266.58774999999997,0.18890462500000002,0.6558408333333333,501.6791666666666,8.595395833333333,82.36195833333333,1.8500000000000003,1.75,1.75,0.4806332744129654,0.000815574150179793,268.62764470223243,265.789735336363,0.0042705666381022385
2005-02-13,2005.0,2.0,44.125,11.5,391.04224999999997,146.74814583333333,144.20666666666668,278.7858333333333,265.4670208333333,0.45780333333333334,1.5025433333333333,501.02708333333334,8.629333333333333,94.56,1.8500000000000003,1.75,1.75,0.49858911253590393,0.0018687856182204668,270.1398433127348,266.0461243779037,0.004423463944486883
2005-02-14,2005.0,2.0,45.125,11.5,417.8777916666666,166.99052083333333,140.1825,275.8958333333333,266.2755208333333,0.29122583333333335,1.0112633333333334,500.52708333333334,11.924375,74.998625,1.8500000000000003,1.75,1.75,0.48397883001232445,0.0012588911637918725,269.423478466462,265.36660736719824,0.00414029550979449
2005-02-15,2005.0,2.0,46.125,11.5,375.21179166666667,148.1153125,165.2475,275.78000000000003,265.4639375,0.5121354166666666,1.6186533333333335,500.4791666666667,14.046458333333334,60.790083333333335,1.8500000000000003,1.75,1.75,0.497971349766036,0.002018709991204698,270.5139374762844,265.3711902774972,0.004058587877448157
2005-02-16,2005.0,2.0,47.125,11.5,386.06029166666667,159.55083333333334,159.37166666666667,276.24708333333336,266.52039583333334,0.3420445833333334,1.1682308333333333,501.2,12.597729166666667,61.13795833333333,1.8500000000000003,1.75,1.75,0.48185734485310366,0.0014544011407880487,270.15750657957364,265.50421464452614,0.004045841759564676
2005-02-17,2005.0,2.0,48.125,11.5,417.7565,162.16135416666665,145.115,280.8929166666667,266.1993958333333,0.48501583333333337,1.6352133333333334,501.8854166666667,6.330958333333332,67.99754166666666,1.8500000000000003,1.75,1.75,0.4875574060749585,0.0020307069844904494,271.2759365224471,266.5783480043752,0.004533191716257775
2005-02-18,2005.0,2.0,49.125,11.5,307.4015416666667,123.59108333333334,168.96041666666665,285.7445833333333,267.2551458333333,0.50132375,1.9336837500000001,502.33958333333334,2.2228541666666666,136.23275,1.8500000000000003,1.75,1.75,0.47009191927799643,0.0024002850303792168,273.23920410461824,267.5664091590662,0.00501769232368108
2005-02-19,2005.0,2.0,50.125,11.5,351.324875,149.96533333333335,159.20874999999998,282.6745833333333,267.56031249999995,0.35389287500000005,1.4150266666666667,503.0625,3.4538333333333333,97.94383333333333,1.8500000000000003,1.75,1.75,0.466410085540691,0.0017536307376774306,271.93201248653077,266.8472308745474,0.004698719368550388
2005-02-20,2005.0,2.0,51.125,11.5,407.4049166666667,170.52258333333333,142.75,281.49583333333334,268.09641666666664,0.18860029166666667,0.7899258333333333,503.4270833333333,2.7000208333333333,112.36795833333333,1.8500000000000003,1.75,1.75,0.4545845376235915,0.0009809530165540241,270.5428323002661,266.64957016338286,0.004630400850510908
2005-02-21,2005.0,2.0,52.125,11.5,407.34874999999994,174.57150000000001,152.405,286.65708333333333,269.62147916666663,0.17802320833333332,0.8383129166666666,503.48125,3.016958333333333,104.45774999999999,1.8500000000000003,1.75,1.75,0.42634406546475145,0.0010362764683526436,272.2030564055822,267.7039673224461,0.005038889262516235
2005-02-22,2005.0,2.0,53.125,11.5,406.00902083333335,171.0365416666667,153.56791666666666,284.95875,267.6048125,0.3801495833333333,1.5305791666666666,503.32708333333335,4.360229166666667,102.31154166666666,1.8500000000000003,1.75,1.75,0.4647463410529442,0.0018936120089811485,272.32715169090665,267.3269144213195,0.004887809144179629
2005-02-23,2005.0,2.0,54.125,11.5,270.5683333333333,116.93675,176.34041666666667,283.38,266.3765625,0.6188145833333333,2.1535241666666667,503.40625,4.495979166666667,149.39766666666665,1.8500000000000003,1.75,1.75,0.48727293385151144,0.0026661784610847367,273.0339015088971,267.1601028611032,0.00476490619799971
2005-02-24,2005.0,2.0,55.125,11.5,227.0255,108.1964375,188.49125,282.74625,266.09806249999997,0.84024625,2.8564000000000003,503.2625,5.539937500000001,189.08849999999998,1.8500000000000003,1.75,1.75,0.4919211996734984,0.0035362572287625225,274.9268131715622,267.0396841052406,0.0046343071083205295
2005-02-25,2005.0,2.0,56.125,11.5,240.17049999999998,122.43791666666665,223.3758333333333,286.9783333333333,266.92479166666664,0.9075241666666667,3.2609666666666666,503.48541666666665,4.793708333333334,206.44291666666666,1.8500000000000003,1.75,1.75,0.477888331713561,0.004034925752517899,276.9878311621863,268.02430246320336,0.00505055655645354
2005-02-26,2005.0,2.0,57.125,11.5,170.56933333333333,117.79587500000001,237.11916666666664,286.41333333333336,266.6370416666667,0.9379841666666667,3.336558333333333,502.92083333333335,2.5995624999999998,161.03900000000002,1.8500000000000003,1.75,1.75,0.48153671237366247,0.00413302796116395,276.94397643996587,267.8578321144122,0.0050459695497598
2005-02-27,2005.0,2.0,58.125,11.5,329.443375,191.63429166666666,201.76250000000002,286.4525,266.6920208333333,0.8551495833333332,3.0582666666666665,502.80625000000003,3.632729166666667,178.61420833333332,1.8500000000000003,1.75,1.75,0.48074557325497885,0.0037931720367110878,276.15340270135835,267.72826172591056,0.005059423972524767
2005-02-28,2005.0,2.125,59.125,11.5,285.156875,157.917125,219.3479166666667,290.8308333333333,268.3874583333333,0.7767458333333334,3.1860583333333334,502.76458333333335,2.1422291666666666,187.91479166666667,1.8500000000000003,1.75,1.75,0.4501302267739203,0.003949206927573453,278.2186988447476,268.6022436536622,0.005406012711909804
2005-03-01,2005.0,3.0,60.125,11.5,234.201,165.23945833333332,266.58208333333334,293.09875,267.7228125,0.992235,3.8607541666666667,503.0333333333333,4.334791666666667,242.49058333333335,1.8500000000000003,1.75,1.75,0.4629946568598968,0.004780351685223147,279.6257352260928,269.4655926336106,0.005632959944539494
2005-03-02,2005.0,3.0,61.125,11.5,304.22162499999996,181.18470833333333,218.08083333333332,290.8691666666667,268.41018749999995,0.9140354166666667,3.749204166666667,503.4979166666667,2.580041666666667,214.50866666666664,1.8500000000000003,1.75,1.75,0.4469785853823504,0.004642692360307251,279.96017133150843,268.51122847547344,0.005358749921291597
