date,t,rh,u,wd,sin,sout,lin,lout,sr50,p,zu,zt,rho,q,teq,ts,qs,zq
2018-11-30,262.4950208333333,0.17417708333333337,4.8128125,210.39697916666668,209.57160416666667,116.5239375,138.96020833333333,242.64416666666668,,526.9791666666666,1.8927597402597398,1.397084686147186,0.573679028984863,0.0005181351653291854,263.796649721499,256.9436946695088,0.0018901105279198322,1.397084686147186
2018-12-01,261.8762499999999,0.15286458333333333,3.273250000000001,241.40125000000003,211.21243749999996,115.62225000000001,131.84916666666666,237.43104166666672,,524.683333333333,1.8896428571428572,1.393318452380952,0.5799278172872986,0.00042699933445624407,262.9500971194306,255.55211519314574,0.0016736379638482932,1.393318452380952
2018-12-02,262.2633333333333,0.1418291666666667,4.7806875,208.97035416666662,209.4479166666667,116.23727083333337,134.2075,239.5895833333334,,523.5354166666666,1.8865259740259743,1.3895522186147187,0.5746445067240804,0.00040689622403514706,263.2864428289923,256.1788368674462,0.0017221326225145002,1.3895522186147187
2018-12-03,263.9094166666666,0.134025,3.1950833333333324,187.69499999999994,207.32102083333336,114.43645833333333,142.4225,242.47395833333334,,525.3499999999997,1.8834090909090906,1.3857859848484846,0.554501561674387,0.0004443446954424935,265.0245643062538,256.9246453765108,0.0018708887443543865,1.3857859848484846
2018-12-04,264.80733333333336,0.14693749999999997,3.446791666666666,182.98479166666667,204.49383333333333,113.291875,151.66604166666662,246.87020833333338,,526.6395833333332,1.8802922077922075,1.3820197510822512,0.5426877390277307,0.0005309470838944249,266.1381714287069,258.08589626279235,0.002066933075746948,1.3820197510822512
2018-12-05,261.9154166666666,0.20840208333333332,4.083958333333333,226.69941666666668,125.92054166666667,76.34847916666666,172.18187500000002,241.98541666666668,,523.9395833333332,1.8771753246753244,1.3782535173160175,0.5778766803354399,0.0005840363262959236,263.3837208093291,256.76962527220354,0.0018703483412403391,1.3782535173160175
2018-12-06,258.07104166666653,0.1920687499999999,4.8429375000000014,212.5159791666667,206.8641041666667,113.09779166666668,124.84937500000001,230.91374999999996,,521.1416666666665,1.8740584415584414,1.3744872835497832,0.6191772131937786,0.0003863620512855311,259.0468960948903,253.81429695323632,0.0013977511174805132,1.3744872835497832
2018-12-07,256.87375,0.2542062499999999,2.6901249999999997,217.4984375,205.3684166666666,116.43023541666669,124.51166666666671,223.42479166666666,,521.0499999999997,1.870941558441558,1.3707210497835496,0.6312183114777561,0.00045053458047862745,258.01340375439923,251.6633612984567,0.001202986035068263,1.3707210497835496
2018-12-08,258.7985416666667,0.24968541666666666,2.560541666666667,171.7506875,202.85927083333334,115.74428541666668,130.89229166666667,227.0277083333333,,522.5729166666664,1.8678246753246752,1.3669548160173157,0.6135219806621032,0.000523811173815256,260.12062345108467,252.69559116438754,0.001295314012197945,1.3669548160173157
2018-12-09,259.2095833333333,0.1824375,3.6349791666666658,175.47562499999995,205.58919375000005,113.66315833333333,124.7666666666667,230.11395833333336,,521.7687499999998,1.8647077922077921,1.3631885822510823,0.6083549345499569,0.00040508899490875137,260.2314446472074,253.58627542548757,0.0013746121025009867,1.3631885822510823
